PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"4958816","Discrimination of intermittent noise by macaques following lesions of the temporal lobe","Symmes D.","Exp Neurol. 1966 Oct;16(2):201-14. doi: 10.1016/0014-4886(66)90099-9.","Symmes D","Exp Neurol","1966","1966/10/01","","","10.1016/0014-4886(66)90099-9"
"33579853","Evaluation of Fluorinated Cromolyn Derivatives as Potential Therapeutics for Alzheimer's Disease","Shoup TM, Griciuc A, Normandin MD, Quinti L, Walsh LV, Dhaynaut M, Moon SH, Guehl NJ, Brugarolas P, Elmaleh DR, Fakhri GE, Tanzi RE.","J Alzheimers Dis. 2021;80(2):775-786. doi: 10.3233/JAD-201419.","Shoup TM","J Alzheimers Dis","2021","2021/02/13","","","10.3233/JAD-201419"
"23345221","Receptive field properties of color opponent neurons in the cat lateral geniculate nucleus","Buzás P, Kóbor P, Petykó Z, Telkes I, Martin PR, Lénárd L.","J Neurosci. 2013 Jan 23;33(4):1451-61. doi: 10.1523/JNEUROSCI.2844-12.2013.","Buzás P","J Neurosci","2013","2013/01/25","PMC6618730","","10.1523/JNEUROSCI.2844-12.2013"
"10773445","Human COX6A1 gene: promoter analysis, cDNA isolation and expression in the monkey brain","Wong-Riley M, Guo A, Bachman NJ, Lomax MI.","Gene. 2000 Apr 18;247(1-2):63-75. doi: 10.1016/s0378-1119(00)00121-9.","Wong-Riley M","Gene","2000","2000/04/25","","","10.1016/s0378-1119(00)00121-9"
"8075817","Modular organization of human extrastriate visual cortex: evidence from cytochrome oxidase pattern in normal and macular degeneration cases","Clarke S.","Eur J Neurosci. 1994 May 1;6(5):725-36. doi: 10.1111/j.1460-9568.1994.tb00984.x.","Clarke S","Eur J Neurosci","1994","1994/05/01","","","10.1111/j.1460-9568.1994.tb00984.x"
"11347814","Connectional and neurochemical subdivisions of the pulvinar in Cebus monkeys","Soares JG, Gattass R, Souza AP, Rosa MG, Fiorani M Jr, Brandão BL.","Vis Neurosci. 2001 Jan-Feb;18(1):25-41. doi: 10.1017/s0952523801181034.","Soares JG","Vis Neurosci","2001","2001/05/12","","","10.1017/s0952523801181034"
"6699675","Inhibition of primate spinothalamic tract neurons by stimulation in periaqueductal gray or adjacent midbrain reticular formation","Gerhart KD, Yezierski RP, Wilcox TK, Willis WD.","J Neurophysiol. 1984 Mar;51(3):450-66. doi: 10.1152/jn.1984.51.3.450.","Gerhart KD","J Neurophysiol","1984","1984/03/01","","","10.1152/jn.1984.51.3.450"
"1401247","GABA-immunoreactive terminals synapse on primate spinothalamic tract cells","Carlton SM, Westlund KN, Zhang D, Willis WD.","J Comp Neurol. 1992 Aug 22;322(4):528-37. doi: 10.1002/cne.903220407.","Carlton SM","J Comp Neurol","1992","1992/08/22","","","10.1002/cne.903220407"
"7096640","Electrophysiological response properties of spinoreticular neurons in the monkey","Haber LH, Moore BD, Willis WD.","J Comp Neurol. 1982 May 1;207(1):75-84. doi: 10.1002/cne.902070107.","Haber LH","J Comp Neurol","1982","1982/05/01","","","10.1002/cne.902070107"
"7176607","Lingual mechanoreceptive information. II. An evoked-potential study of the central projections of low-threshold lingual nerve afferent information","Bowman JP.","J Speech Hear Res. 1982 Sep;25(3):357-63.","Bowman JP","J Speech Hear Res","1982","1982/09/01","","",""
"19038227","The globus pallidus sends reward-related signals to the lateral habenula","Hong S, Hikosaka O.","Neuron. 2008 Nov 26;60(4):720-9. doi: 10.1016/j.neuron.2008.09.035.","Hong S","Neuron","2008","2008/11/29","PMC2638585","NIHMS83126","10.1016/j.neuron.2008.09.035"
"16427744","Distribution of norepinephrine transporters in the non-human primate brain","Smith HR, Beveridge TJ, Porrino LJ.","Neuroscience. 2006;138(2):703-14. doi: 10.1016/j.neuroscience.2005.11.033. Epub 2006 Jan 20.","Smith HR","Neuroscience","2006","2006/01/24","","","10.1016/j.neuroscience.2005.11.033"
"17142998","Cloning, distribution, and colocalization of MNAR/PELP1 with glucocorticoid receptors in primate and nonprimate brain","Khan MM, Hadman M, De Sevilla LM, Mahesh VB, Buccafusco J, Hill WD, Brann DW.","Neuroendocrinology. 2006;84(5):317-29. doi: 10.1159/000097746. Epub 2006 Dec 1.","Khan MM","Neuroendocrinology","2006","2006/12/05","","","10.1159/000097746"
"21275607","A model for assessing cognitive impairment after fractionated whole-brain irradiation in nonhuman primates","Robbins ME, Bourland JD, Cline JM, Wheeler KT, Deadwyler SA.","Radiat Res. 2011 Apr;175(4):519-25. doi: 10.1667/RR2497.1. Epub 2011 Jan 28.","Robbins ME","Radiat Res","2011","2011/02/01","PMC3747826","NIHMS487496","10.1667/RR2497.1"
"23040317","Towards a primate model of Gilles de la Tourette syndrome: anatomo-behavioural correlation of disorders induced by striatal dysfunction","Worbe Y, Sgambato-Faure V, Epinat J, Chaigneau M, Tandé D, François C, Féger J, Tremblay L.","Cortex. 2013 Apr;49(4):1126-40. doi: 10.1016/j.cortex.2012.08.020. Epub 2012 Sep 7.","Worbe Y","Cortex","2013","2012/10/09","","","10.1016/j.cortex.2012.08.020"
"22496006","Early visual evoked potentials: an indicator of bioelectrical activity of the lateral geniculate nucleus?","Gerding H, Krause K, Timmermann M, Kauffmann-Mühlmeyer T.","Klin Monbl Augenheilkd. 2012 Apr;229(4):374-8. doi: 10.1055/s-0031-1299170. Epub 2012 Apr 11.","Gerding H","Klin Monbl Augenheilkd","2012","2012/04/13","","","10.1055/s-0031-1299170"
"15349973","Immunohistochemical visualization of corticotropin-releasing factor type 1 (CRF1) receptors in monkey brain","Kostich WA, Grzanna R, Lu NZ, Largent BL.","J Comp Neurol. 2004 Oct 11;478(2):111-25. doi: 10.1002/cne.20271.","Kostich WA","J Comp Neurol","2004","2004/09/07","","","10.1002/cne.20271"
"11387550","Regional distribution of NPC1 protein in monkey brain","Hu CY, Ong WY, Patel SC.","J Neurocytol. 2000 Oct;29(10):765-73. doi: 10.1023/a:1010942521671.","Hu CY","J Neurocytol","2000","2001/06/02","","","10.1023/a:1010942521671"
"2586750","Neural mechanisms underlying parkinsonian symptoms based upon regional uptake of 2-deoxyglucose in monkeys exposed to 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine","Mitchell IJ, Clarke CE, Boyce S, Robertson RG, Peggs D, Sambrook MA, Crossman AR.","Neuroscience. 1989;32(1):213-26. doi: 10.1016/0306-4522(89)90120-6.","Mitchell IJ","Neuroscience","1989","1989/01/01","","","10.1016/0306-4522(89)90120-6"
"2436727","[Effect of thyroidectomy on phosphorylative oxidation and RNA synthesis in various regions of the brain in the adult monkey]","Dembri A.","C R Seances Soc Biol Fil. 1986;180(6):642-50.","Dembri A","C R Seances Soc Biol Fil","1986","1986/01/01","","",""
"10779564","Growth of new brainstem connections in adult monkeys with massive sensory loss","Jain N, Florence SL, Qi HX, Kaas JH.","Proc Natl Acad Sci U S A. 2000 May 9;97(10):5546-50. doi: 10.1073/pnas.090572597.","Jain N","Proc Natl Acad Sci U S A","2000","2000/04/26","PMC25865","","10.1073/pnas.090572597"
"20881111","Lesions in posterior parietal area 5 in monkeys result in rapid behavioral and cortical plasticity","Padberg J, Recanzone G, Engle J, Cooke D, Goldring A, Krubitzer L.","J Neurosci. 2010 Sep 29;30(39):12918-35. doi: 10.1523/JNEUROSCI.1806-10.2010.","Padberg J","J Neurosci","2010","2010/10/01","PMC3432266","NIHMS240874","10.1523/JNEUROSCI.1806-10.2010"
"9352532","[18F] beta-CIT-FP is superior to [11C] beta-CIT-FP for quantitation of the dopamine transporter","Lundkvist C, Halldin C, Ginovart N, Swahn CG, Farde L.","Nucl Med Biol. 1997 Oct;24(7):621-7. doi: 10.1016/s0969-8051(97)00077-2.","Lundkvist C","Nucl Med Biol","1997","1997/11/14","","","10.1016/s0969-8051(97)00077-2"
"7151935","Development and change of cortical field potentials during learning processes of visually initiated hand movements in the monkey","Sasaki K, Gemba H.","Exp Brain Res. 1982;48(3):429-37. doi: 10.1007/BF00238619.","Sasaki K","Exp Brain Res","1982","1982/01/01","","","10.1007/BF00238619"
"26706280","Longitudinal evaluation of functional connectivity variation in the monkey sensorimotor network induced by spinal cord injury","Rao JS, Liu Z, Zhao C, Wei RH, Zhao W, Yang ZY, Li XG.","Acta Physiol (Oxf). 2016 Jun;217(2):164-73. doi: 10.1111/apha.12645. Epub 2016 Jan 13.","Rao JS","Acta Physiol (Oxf)","2016","2015/12/27","","","10.1111/apha.12645"
"28875553","Human brain imaging of nicotinic acetylcholine α4β2* receptors using [(18) F]Nifene: Selectivity, functional activity, toxicity, aging effects, gender effects, and extrathalamic pathways","Mukherjee J, Lao PJ, Betthauser TJ, Samra GK, Pan ML, Patel IH, Liang C, Metherate R, Christian BT.","J Comp Neurol. 2018 Jan 1;526(1):80-95. doi: 10.1002/cne.24320. Epub 2017 Sep 19.","Mukherjee J","J Comp Neurol","2018","2017/09/07","PMC5788574","NIHMS936369","10.1002/cne.24320"
"11522436","Distribution of calbindin, parvalbumin and calretinin in the lateral geniculate nucleus and superior colliculus in Cebus apella monkeys","Soares JG, Botelho EP, Gattass R.","J Chem Neuroanat. 2001 Sep;22(3):139-46. doi: 10.1016/s0891-0618(01)00123-5.","Soares JG","J Chem Neuroanat","2001","2001/08/28","","","10.1016/s0891-0618(01)00123-5"
"15820756","Carbon-11 HOMADAM: a novel PET radiotracer for imaging serotonin transporters","Jarkas N, Votaw JR, Voll RJ, Williams L, Camp VM, Owens MJ, Purselle DC, Bremner JD, Kilts CD, Nemeroff CB, Goodman MM.","Nucl Med Biol. 2005 Apr;32(3):211-24. doi: 10.1016/j.nucmedbio.2004.11.007.","Jarkas N","Nucl Med Biol","2005","2005/04/12","","","10.1016/j.nucmedbio.2004.11.007"
"9466440","Distribution of the vesicular transporter for acetylcholine in the rat central nervous system","Roghani A, Shirzadi A, Butcher LL, Edwards RH.","Neuroscience. 1998 Feb;82(4):1195-212. doi: 10.1016/s0306-4522(97)00291-1.","Roghani A","Neuroscience","1998","1998/02/18","","","10.1016/s0306-4522(97)00291-1"
"114611","Excitation of primate spinothalamic neurons by cutaneous C-fiber volleys","Chung JM, Kenshalo DR Jr, Gerhart KD, Willis WD.","J Neurophysiol. 1979 Sep;42(5):1354-69. doi: 10.1152/jn.1979.42.5.1354.","Chung JM","J Neurophysiol","1979","1979/09/01","","","10.1152/jn.1979.42.5.1354"
"9226661","Effects of orbital frontal and anterior cingulate lesions on object and spatial memory in rhesus monkeys","Meunier M, Bachevalier J, Mishkin M.","Neuropsychologia. 1997 Jul;35(7):999-1015. doi: 10.1016/s0028-3932(97)00027-4.","Meunier M","Neuropsychologia","1997","1997/07/01","","","10.1016/s0028-3932(97)00027-4"
"6175378","WGA-HRP as a transneuronal marker in the visual pathways of monkey and rat","Itaya SK, van Hoesen GW.","Brain Res. 1982 Mar 18;236(1):199-204. doi: 10.1016/0006-8993(82)90046-4.","Itaya SK","Brain Res","1982","1982/03/18","","","10.1016/0006-8993(82)90046-4"
"8757263","Anatomical demonstration of ocular dominance columns in striate cortex of the squirrel monkey","Horton JC, Hocking DR.","J Neurosci. 1996 Sep 1;16(17):5510-22. doi: 10.1523/JNEUROSCI.16-17-05510.1996.","Horton JC","J Neurosci","1996","1996/09/01","PMC6578890","","10.1523/JNEUROSCI.16-17-05510.1996"
"6693940","Development of prestriate visual projections in the monkey and human fetal cerebrum revealed by transient cholinesterase staining","Kostovic I, Rakic P.","J Neurosci. 1984 Jan;4(1):25-42. doi: 10.1523/JNEUROSCI.04-01-00025.1984.","Kostovic I","J Neurosci","1984","1984/01/01","PMC6564757","","10.1523/JNEUROSCI.04-01-00025.1984"
"2358021","Neuronal responses related to the novelty and familarity of visual stimuli in the substantia innominata, diagonal band of Broca and periventricular region of the primate basal forebrain","Wilson FA, Rolls ET.","Exp Brain Res. 1990;80(1):104-20. doi: 10.1007/BF00228852.","Wilson FA","Exp Brain Res","1990","1990/01/01","","","10.1007/BF00228852"
"3559677","Task-related responses of monkey medullary dorsal horn neurons","Duncan GH, Bushnell MC, Bates R, Dubner R.","J Neurophysiol. 1987 Jan;57(1):289-310. doi: 10.1152/jn.1987.57.1.289.","Duncan GH","J Neurophysiol","1987","1987/01/01","","","10.1152/jn.1987.57.1.289"
"2296259","Neural mechanisms of dystonia: evidence from a 2-deoxyglucose uptake study in a primate model of dopamine agonist-induced dystonia","Mitchell IJ, Luquin R, Boyce S, Clarke CE, Robertson RG, Sambrook MA, Crossman AR.","Mov Disord. 1990;5(1):49-54. doi: 10.1002/mds.870050113.","Mitchell IJ","Mov Disord","1990","1990/01/01","","","10.1002/mds.870050113"
"8574649","Domoic acid-induced neuronal degeneration in the primate forebrain revealed by degeneration specific histochemistry","Schmued LC, Scallet AC, Slikker W Jr.","Brain Res. 1995 Oct 9;695(1):64-70. doi: 10.1016/0006-8993(95)00799-v.","Schmued LC","Brain Res","1995","1995/10/09","","","10.1016/0006-8993(95)00799-v"
"1744691","A computational model for the overall pattern of ocular dominance","Jones DG, Van Sluyters RC, Murphy KM.","J Neurosci. 1991 Dec;11(12):3794-808. doi: 10.1523/JNEUROSCI.11-12-03794.1991.","Jones DG","J Neurosci","1991","1991/12/01","PMC6575274","","10.1523/JNEUROSCI.11-12-03794.1991"
"7576305","Maintaining the neuronal phenotype after injury in the adult CNS. Neurotrophic factors, axonal growth substrates, and gene therapy","Tuszynski MH, Gage FH.","Mol Neurobiol. 1995 Apr-Jun;10(2-3):151-67. doi: 10.1007/BF02740673.","Tuszynski MH","Mol Neurobiol","1995","1995/04/01","","","10.1007/BF02740673"
"1837159","Distribution of D2 dopamine receptor mRNA in the primate brain","Meador-Woodruff JH, Mansour A, Civelli O, Watson SJ.","Prog Neuropsychopharmacol Biol Psychiatry. 1991;15(6):885-93. doi: 10.1016/0278-5846(91)90016-t.","Meador-Woodruff JH","Prog Neuropsychopharmacol Biol Psychiatry","1991","1991/01/01","","","10.1016/0278-5846(91)90016-t"
"14687880","Input-output organization of the rostral part of the dorsal premotor cortex, with special reference to its corticostriatal projection","Tachibana Y, Nambu A, Hatanaka N, Miyachi S, Takada M.","Neurosci Res. 2004 Jan;48(1):45-57. doi: 10.1016/j.neures.2003.09.006.","Tachibana Y","Neurosci Res","2004","2003/12/23","","","10.1016/j.neures.2003.09.006"
"18045920","Spatial properties and functional organization of small bistratified ganglion cells in primate retina","Field GD, Sher A, Gauthier JL, Greschner M, Shlens J, Litke AM, Chichilnisky EJ.","J Neurosci. 2007 Nov 28;27(48):13261-72. doi: 10.1523/JNEUROSCI.3437-07.2007.","Field GD","J Neurosci","2007","2007/11/30","PMC6673390","","10.1523/JNEUROSCI.3437-07.2007"
"21712096","Effect of oxybutynin and imidafenacin on central muscarinic receptor occupancy and cognitive function: a monkey PET study with [(11)C](+)3-MPB","Yamamoto S, Maruyama S, Ito Y, Kawamata M, Nishiyama S, Ohba H, Yamada S, Tsukada H.","Neuroimage. 2011 Sep 1;58(1):1-9. doi: 10.1016/j.neuroimage.2011.06.031. Epub 2011 Jun 25.","Yamamoto S","Neuroimage","2011","2011/06/30","","","10.1016/j.neuroimage.2011.06.031"
"9237485","Dextrorphan attenuates responses of spinothalamic tract cells in normal and nerve-injured monkeys","Carlton SM, Rees H, Gondesen K, Willis WD.","Neurosci Lett. 1997 Jul 4;229(3):169-72. doi: 10.1016/s0304-3940(97)00446-1.","Carlton SM","Neurosci Lett","1997","1997/07/04","","","10.1016/s0304-3940(97)00446-1"
"30327419","Receptive Field Properties of Koniocellular On/Off Neurons in the Lateral Geniculate Nucleus of Marmoset Monkeys","Eiber CD, Rahman AS, Pietersen ANJ, Zeater N, Dreher B, Solomon SG, Martin PR.","J Neurosci. 2018 Nov 28;38(48):10384-10398. doi: 10.1523/JNEUROSCI.1679-18.2018. Epub 2018 Oct 16.","Eiber CD","J Neurosci","2018","2018/10/18","PMC6596204","","10.1523/JNEUROSCI.1679-18.2018"
"10461920","Synthesis and characterization of binding of 5-[76Br]bromo-3-[[2(S)-azetidinyl]methoxy]pyridine, a novel nicotinic acetylcholine receptor ligand, in rat brain","Sihver W, Fasth KJ, Horti AG, Koren AO, Bergström M, Lu L, Hagberg G, Lundqvist H, Dannals RF, London ED, Nordberg A, Långström B.","J Neurochem. 1999 Sep;73(3):1264-72. doi: 10.1046/j.1471-4159.1999.0731264.x.","Sihver W","J Neurochem","1999","1999/08/26","","","10.1046/j.1471-4159.1999.0731264.x"
"15769550","Evaluation in rats and primates of [11C]-mecamylamine, a potential nicotinic acetylcholine receptor radioligand for positron emission tomography","Sobrio F, Debruyne D, Dhilly M, Chazalviel L, Camsonne R, Kakiuchi T, Tsukada H, Barré L.","Neurochem Int. 2005 May;46(6):479-88. doi: 10.1016/j.neuint.2004.12.003.","Sobrio F","Neurochem Int","2005","2005/03/17","","","10.1016/j.neuint.2004.12.003"
"28232607","PET Imaging Evaluation of Four σ(1) Radiotracers in Nonhuman Primates","Baum E, Cai Z, Bois F, Holden D, Lin SF, Lara-Jaime T, Kapinos M, Chen Y, Deuther-Conrad W, Fischer S, Dukic-Stefanovic S, Bunse P, Wünsch B, Brust P, Jia H, Huang Y.","J Nucl Med. 2017 Jun;58(6):982-988. doi: 10.2967/jnumed.116.188052. Epub 2017 Feb 23.","Baum E","J Nucl Med","2017","2017/02/25","","","10.2967/jnumed.116.188052"
"11387403","Primate rhinal cortex participates in both visual recognition and working memory tasks: functional mapping with 2-DG","Davachi L, Goldman-Rakic PS.","J Neurophysiol. 2001 Jun;85(6):2590-601. doi: 10.1152/jn.2001.85.6.2590.","Davachi L","J Neurophysiol","2001","2001/06/02","","","10.1152/jn.2001.85.6.2590"
"19505582","Serotonin transporter binding and genotype in the nonhuman primate brain using [C-11]DASB PET","Christian BT, Fox AS, Oler JA, Vandehey NT, Murali D, Rogers J, Oakes TR, Shelton SE, Davidson RJ, Kalin NH.","Neuroimage. 2009 Oct 1;47(4):1230-6. doi: 10.1016/j.neuroimage.2009.05.090. Epub 2009 Jun 6.","Christian BT","Neuroimage","2009","2009/06/10","PMC2798593","NIHMS122978","10.1016/j.neuroimage.2009.05.090"
"18434202","[11C]AZ10419369: a selective 5-HT1B receptor radioligand suitable for positron emission tomography (PET). Characterization in the primate brain","Pierson ME, Andersson J, Nyberg S, McCarthy DJ, Finnema SJ, Varnäs K, Takano A, Karlsson P, Gulyás B, Medd AM, Lee CM, Powell ME, Heys JR, Potts W, Seneca N, Mrzljak L, Farde L, Halldin C.","Neuroimage. 2008 Jul 1;41(3):1075-85. doi: 10.1016/j.neuroimage.2008.02.063. Epub 2008 Mar 14.","Pierson ME","Neuroimage","2008","2008/04/25","","","10.1016/j.neuroimage.2008.02.063"
"32112442","Potential effects of antibiotic-induced gut microbiome alteration on blood-brain barrier permeability compromise in rhesus monkeys","Wu Q, Zhang Y, Zhang Y, Xia C, Lai Q, Dong Z, Kuang W, Yang C, Su D, Li H, Zhong Z.","Ann N Y Acad Sci. 2020 Jun;1470(1):14-24. doi: 10.1111/nyas.14312. Epub 2020 Feb 28.","Wu Q","Ann N Y Acad Sci","2020","2020/03/01","","","10.1111/nyas.14312"
"20152720","High-resolution imaging of brain 5-HT 1B receptors in the rhesus monkey using [11C]P943","Nabulsi N, Huang Y, Weinzimmer D, Ropchan J, Frost JJ, McCarthy T, Carson RE, Ding YS.","Nucl Med Biol. 2010 Feb;37(2):205-14. doi: 10.1016/j.nucmedbio.2009.10.007. Epub 2009 Dec 1.","Nabulsi N","Nucl Med Biol","2010","2010/02/16","PMC3780362","NIHMS501014","10.1016/j.nucmedbio.2009.10.007"
"20737595","How the primate fornix is affected by age","Peters A, Sethares C, Moss MB.","J Comp Neurol. 2010 Oct 1;518(19):3962-80. doi: 10.1002/cne.22434.","Peters A","J Comp Neurol","2010","2010/08/26","PMC2929937","NIHMS221881","10.1002/cne.22434"
"37546767","Spatial extent of within-thalamus cortical connections varies across the cortical hierarchy in humans and macaques","Howell AM, Warrington S, Fonteneau C, Cho Y, Sotiropoulos SN, Murray JD, Anticevic A.","bioRxiv. 2023 Jul 25:2023.07.22.550168. doi: 10.1101/2023.07.22.550168. Preprint.","Howell AM","bioRxiv","2023","2023/08/07","PMC10401924","","10.1101/2023.07.22.550168"
"24629510","Fractional amplitude of low-frequency fluctuation changes in monkeys with spinal cord injury: a resting-state fMRI study","Rao JS, Ma M, Zhao C, Zhang AF, Yang ZY, Liu Z, Li XG.","Magn Reson Imaging. 2014 Jun;32(5):482-6. doi: 10.1016/j.mri.2014.02.001. Epub 2014 Feb 10.","Rao JS","Magn Reson Imaging","2014","2014/03/18","","","10.1016/j.mri.2014.02.001"
"24464410","Giant cell encephalitis and microglial infection with mucosally transmitted simian-human immunodeficiency virus SHIVSF162P3N in rhesus macaques","Harbison C, Zhuang K, Gettie A, Blanchard J, Knight H, Didier P, Cheng-Mayer C, Westmoreland S.","J Neurovirol. 2014 Feb;20(1):62-72. doi: 10.1007/s13365-013-0229-z. Epub 2014 Jan 25.","Harbison C","J Neurovirol","2014","2014/01/28","PMC4337388","NIHMS662141","10.1007/s13365-013-0229-z"
"8613728","Visual responses in the lateral geniculate nucleus of dichromatic and trichromatic marmosets (Callithrix jacchus)","Yeh T, Lee BB, Kremers J, Cowing JA, Hunt DM, Martin PR, Troy JB.","J Neurosci. 1995 Dec;15(12):7892-904. doi: 10.1523/JNEUROSCI.15-12-07892.1995.","Yeh T","J Neurosci","1995","1995/12/01","PMC6577942","","10.1523/JNEUROSCI.15-12-07892.1995"
"20524178","Synthesis, characterization, and monkey PET studies of [¹⁸F]MK-1312, a PET tracer for quantification of mGluR1 receptor occupancy by MK-5435","Hostetler ED, Eng W, Joshi AD, Sanabria-Bohórquez S, Kawamoto H, Ito S, O'Malley S, Krause S, Ryan C, Patel S, Williams M, Riffel K, Suzuki G, Ozaki S, Ohta H, Cook J, Burns HD, Hargreaves R.","Synapse. 2011 Feb;65(2):125-35. doi: 10.1002/syn.20826.","Hostetler ED","Synapse","2011","2010/06/05","","","10.1002/syn.20826"
"24659956","Color opponent receptive fields self-organize in a biophysical model of visual cortex via spike-timing dependent plasticity","Eguchi A, Neymotin SA, Stringer SM.","Front Neural Circuits. 2014 Mar 12;8:16. doi: 10.3389/fncir.2014.00016. eCollection 2014.","Eguchi A","Front Neural Circuits","2014","2014/03/25","PMC3950416","","10.3389/fncir.2014.00016"
"2725859","Characterization and quantitative autoradiographic distribution of [3H]acetylcholine muscarinic receptors in mammalian brain. Apparent labelling of an M2-like receptor sub-type","Quirion R, Araujo D, Regenold W, Boksa P.","Neuroscience. 1989;29(2):271-89. doi: 10.1016/0306-4522(89)90057-2.","Quirion R","Neuroscience","1989","1989/01/01","","","10.1016/0306-4522(89)90057-2"
"19401215","Parathyroid hormone 2 receptor and its endogenous ligand tuberoinfundibular peptide of 39 residues are concentrated in endocrine, viscerosensory and auditory brain regions in macaque and human","Bagó AG, Dimitrov E, Saunders R, Seress L, Palkovits M, Usdin TB, Dobolyi A.","Neuroscience. 2009 Aug 4;162(1):128-47. doi: 10.1016/j.neuroscience.2009.04.054. Epub 2009 May 3.","Bagó AG","Neuroscience","2009","2009/04/30","PMC2703999","NIHMS114310","10.1016/j.neuroscience.2009.04.054"
"30059694","Exploring the neuromechanism of chronic ephedrine addiction in rhesus monkeys: A behavioural and brain resting-state fMRI study","Xie L, Ma Y, Huang J, Guo R, Wang J, Sun Z, Duan S, Wu B, Lin Z, Xiao Y, Ma S.","Behav Brain Res. 2019 Feb 1;359:807-813. doi: 10.1016/j.bbr.2018.07.024. Epub 2018 Jul 27.","Xie L","Behav Brain Res","2019","2018/07/31","","","10.1016/j.bbr.2018.07.024"
"15136639","Evaluation of 5-(11)C-methyl-A-85380 as an imaging agent for PET investigations of brain nicotinic acetylcholine receptors","Iida Y, Ogawa M, Ueda M, Tominaga A, Kawashima H, Magata Y, Nishiyama S, Tsukada H, Mukai T, Saji H.","J Nucl Med. 2004 May;45(5):878-84.","Iida Y","J Nucl Med","2004","2004/05/12","","",""
"6643747","Neuronal composition and development in lamina 4C of monkey striate cortex","Mates SL, Lund JS.","J Comp Neurol. 1983 Nov 20;221(1):60-90. doi: 10.1002/cne.902210106.","Mates SL","J Comp Neurol","1983","1983/11/20","","","10.1002/cne.902210106"
"27358462","Implications of Lateral Cerebellum in Proactive Control of Saccades","Kunimatsu J, Suzuki TW, Tanaka M.","J Neurosci. 2016 Jun 29;36(26):7066-74. doi: 10.1523/JNEUROSCI.0733-16.2016.","Kunimatsu J","J Neurosci","2016","2016/07/01","PMC6604892","","10.1523/JNEUROSCI.0733-16.2016"
"24687885","Development of novel PET probe [¹¹C](R,R)HAPT and its stereoisomer [¹¹C](S,S)HAPT for vesicular acetylcholine transporter imaging: a PET study in conscious monkey","Nishiyama S, Ohba H, Kobashi T, Nakamasu Y, Nakao H, Ogata T, Kitashoji T, Tsukada H.","Synapse. 2014 Jul;68(7):283-92. doi: 10.1002/syn.21743. Epub 2014 Apr 12.","Nishiyama S","Synapse","2014","2014/04/02","","","10.1002/syn.21743"
"10461449","[Cerebral uptake and metabolism of (11C) Vinpocetine in monkeys: PET studies]","Gulyás B, Halldin C, Karlsson P, Chou YH, Swahn CG, Bönöczk P, Farde L.","Orv Hetil. 1999 Jul 25;140(30):1687-91.","Gulyás B","Orv Hetil","1999","1999/08/26","","",""
"1651352","Development of the calcium-binding protein parvalbumin and calbindin in monkey striate cortex","Hendrickson AE, Van Brederode JF, Mulligan KA, Celio MR.","J Comp Neurol. 1991 May 22;307(4):626-46. doi: 10.1002/cne.903070409.","Hendrickson AE","J Comp Neurol","1991","1991/05/22","","","10.1002/cne.903070409"
"1465189","Distribution of nicotinic receptors in cynomolgus monkey brain and ganglia: localization of alpha 3 subunit mRNA, alpha-bungarotoxin and nicotine binding sites","Cimino M, Marini P, Fornasari D, Cattabeni F, Clementi F.","Neuroscience. 1992 Nov;51(1):77-86. doi: 10.1016/0306-4522(92)90472-e.","Cimino M","Neuroscience","1992","1992/11/01","","","10.1016/0306-4522(92)90472-e"
"26660447","Ketamine-induced brain activation in awake female nonhuman primates: a translational functional imaging model","Maltbie E, Gopinath K, Urushino N, Kempf D, Howell L.","Psychopharmacology (Berl). 2016 Mar;233(6):961-72. doi: 10.1007/s00213-015-4175-8. Epub 2015 Dec 10.","Maltbie E","Psychopharmacology (Berl)","2016","2015/12/15","PMC4761287","NIHMS744228","10.1007/s00213-015-4175-8"
"20340174","Decreased Beta(2)*-nicotinic acetylcholine receptor availability after chronic ethanol exposure in nonhuman primates","Cosgrove KP, Kloczynski T, Bois F, Pittman B, Tamagnan G, Seibyl JP, Krystal JH, Staley JK.","Synapse. 2010 Sep;64(9):729-32. doi: 10.1002/syn.20795.","Cosgrove KP","Synapse","2010","2010/03/27","PMC2904861","NIHMS189141","10.1002/syn.20795"
"29203897","Flexible timing by temporal scaling of cortical responses","Wang J, Narain D, Hosseini EA, Jazayeri M.","Nat Neurosci. 2018 Jan;21(1):102-110. doi: 10.1038/s41593-017-0028-6. Epub 2017 Dec 4.","Wang J","Nat Neurosci","2018","2017/12/06","PMC5742028","NIHMS917786","10.1038/s41593-017-0028-6"
"33863988","Effects of muscarinic and nicotinic receptors on contextual modulation in macaque area V1","Herrero JL, Thiele A.","Sci Rep. 2021 Apr 16;11(1):8384. doi: 10.1038/s41598-021-88044-7.","Herrero JL","Sci Rep","2021","2021/04/17","PMC8052350","","10.1038/s41598-021-88044-7"
"3001301","Imaging of [11C]-labelled Ro 15-1788 binding to benzodiazepine receptors in the human brain by positron emission tomography","Persson A, Ehrin E, Eriksson L, Farde L, Hedström CG, Litton JE, Mindus P, Sedvall G.","J Psychiatr Res. 1985;19(4):609-22. doi: 10.1016/0022-3956(85)90080-9.","Persson A","J Psychiatr Res","1985","1985/01/01","","","10.1016/0022-3956(85)90080-9"
