INDEX,MACAQUE_COUNT_IN_500,OTHER_SPIECIES_COUNT_IN_500,TC_CT_COUNT_IN_500,THALAM_COUNT_IN_500,CORTEX_COUNT_IN_500,INJECT_COUNT_IN_500,METHOD_COUNT_IN_500,CONNECT_COUNT_IN_500,RELEVANCE_INDEX
8482,1,5,0,0,0,0,0,0,5.139712336371398
8394,0,2,0,1,3,0,0,0,5.139712336371398
9266,0,5,0,0,0,0,1,0,5.139712336371398
4719,1,5,0,0,0,0,0,0,5.139712336371398
9511,0,2,0,1,3,0,0,0,5.139712336371398
7878,0,2,0,0,7,0,0,1,5.139712336371398
10527,0,2,0,1,3,0,0,0,5.139712336371398
10760,0,5,0,0,0,0,1,0,5.139712336371398
5882,0,5,0,0,0,0,1,0,5.139712336371398
5986,1,5,0,0,0,0,0,0,5.139712336371398
7820,0,5,0,0,0,0,1,0,5.139712336371398
7947,0,5,0,3,0,0,0,0,5.139712336371398
6404,0,2,0,0,0,0,0,7,5.139712336371397
8776,0,2,0,0,0,0,0,7,5.139712336371397
4724,0,0,0,0,12,0,0,0,5.1298987149230735
10002,0,0,0,0,12,0,0,0,5.1298987149230735
4410,0,0,0,0,12,0,0,0,5.1298987149230735
7846,0,0,0,0,12,0,0,0,5.1298987149230735
9755,0,0,0,0,12,0,0,0,5.1298987149230735
10242,0,0,0,0,12,0,0,0,5.1298987149230735
7568,0,0,0,0,12,0,0,0,5.1298987149230735
7484,0,0,0,0,12,0,0,0,5.1298987149230735
2346,0,2,0,0,1,0,0,4,5.115995809754081
6586,0,7,0,0,6,0,0,2,5.10821562243512
9406,0,6,0,0,11,0,0,1,5.103344692200523
5406,0,5,0,0,5,0,0,2,5.087596335232384
4648,0,5,0,0,5,0,0,2,5.087596335232384
6626,0,5,0,0,5,0,0,2,5.087596335232384
9579,0,4,0,1,4,0,0,0,5.075173815233827
5378,0,4,0,0,9,0,0,1,5.075173815233827
6948,0,4,0,0,9,0,0,1,5.075173815233827
10218,0,4,0,0,9,0,0,1,5.075173815233827
8218,0,13,0,0,8,0,0,2,5.05122869106151
8380,0,6,0,0,0,0,1,0,4.98556165654414
6236,1,6,0,0,0,0,0,0,4.98556165654414
5132,1,6,0,0,0,0,0,0,4.98556165654414
7599,1,6,0,0,0,0,0,0,4.98556165654414
6233,1,6,0,0,0,0,0,0,4.98556165654414
9939,1,6,0,0,0,0,0,0,4.98556165654414
7789,0,6,0,0,0,0,1,0,4.98556165654414
10591,0,4,0,0,0,0,0,8,4.982235819574558
8732,0,1,0,1,2,0,0,0,4.969813299576001
4593,0,2,0,0,3,0,0,2,4.969813299576001
9792,0,2,0,0,3,0,0,2,4.969813299576001
7746,0,1,0,1,2,0,0,0,4.969813299576001
4362,0,0,0,0,11,0,0,0,4.969813299576001
6412,0,1,0,1,2,0,0,0,4.969813299576001
7410,0,2,0,0,3,0,0,2,4.969813299576001
5952,0,2,0,0,3,0,0,2,4.969813299576001
9871,0,5,0,0,0,1,0,2,4.969813299576001
4020,0,0,0,0,11,0,0,0,4.969813299576001
9320,0,1,0,0,5,0,0,1,4.969813299576
9117,0,1,0,0,5,0,0,1,4.969813299576
9671,0,1,0,0,5,0,0,1,4.969813299576
9316,0,1,0,0,5,0,0,1,4.969813299576
4784,0,6,0,0,0,0,0,9,4.961845129926824
7680,0,7,0,0,2,0,0,4,4.946096772958684
4934,0,7,0,0,2,0,0,4,4.946096772958684
9827,0,7,0,0,2,0,0,4,4.946096772958684
4476,0,6,0,2,1,0,0,0,4.933445655405127
5725,0,4,0,0,25,0,0,0,4.906755163608864
10010,0,4,0,0,4,0,0,2,4.90527477843843
8252,0,4,0,0,4,0,0,2,4.90527477843843
6960,0,5,0,0,9,0,0,1,4.892852258439873
6490,0,2,0,0,19,0,0,0,4.892852258439872
6631,0,12,0,0,7,0,0,2,4.889770591902463
8479,0,2,0,0,6,0,0,1,4.872649551122352
8791,0,2,0,0,6,0,0,1,4.872649551122352
9854,0,2,0,0,6,0,0,1,4.872649551122352
7771,0,5,0,0,27,0,0,0,4.872649551122352
9374,0,2,0,0,6,0,0,1,4.872649551122352
8136,0,4,0,0,8,0,0,1,4.864452783918175
9989,0,4,0,0,8,0,0,1,4.864452783918175
8846,1,7,0,0,0,0,0,0,4.852030263919618
6692,0,3,0,1,3,0,0,0,4.852030263919618
6904,1,7,0,0,0,0,0,0,4.852030263919618
8954,0,7,0,0,0,0,1,0,4.852030263919618
7138,0,7,0,3,0,0,0,0,4.852030263919618
8502,1,7,0,0,0,0,0,0,4.852030263919618
8237,1,7,0,0,0,0,0,0,4.852030263919618
4064,0,7,0,0,0,0,1,0,4.852030263919618
7031,1,7,0,0,0,0,0,0,4.852030263919618
9455,0,0,0,1,1,0,0,0,4.852030263919617
4750,0,1,0,1,0,0,0,1,4.852030263919617
2329,0,0,0,0,3,0,0,1,4.852030263919617
10338,0,1,0,1,0,0,0,1,4.852030263919617
7777,0,0,0,1,1,0,0,0,4.852030263919617
10670,0,0,0,0,3,0,0,1,4.852030263919617
6419,0,1,0,0,1,0,0,3,4.852030263919617
7887,0,0,0,0,3,0,0,1,4.852030263919617
4263,0,0,0,0,3,0,0,1,4.852030263919617
9081,0,0,0,1,1,0,0,0,4.852030263919617
8624,0,1,0,1,0,0,0,1,4.852030263919617
4725,0,0,0,0,3,0,0,1,4.852030263919617
10516,0,0,0,0,3,0,0,1,4.852030263919617
6049,0,0,0,0,3,0,0,1,4.852030263919617
6061,0,1,0,1,0,0,0,1,4.852030263919617
5931,0,1,0,0,1,0,0,3,4.852030263919617
6824,0,0,0,0,3,0,0,1,4.852030263919617
10235,0,0,0,0,3,0,0,1,4.852030263919617
10336,0,1,0,1,0,0,0,1,4.852030263919617
2315,0,1,0,1,0,0,0,1,4.852030263919617
5726,0,0,0,1,1,0,0,0,4.852030263919617
6687,0,1,0,1,0,0,0,1,4.852030263919617
4971,0,0,0,1,1,0,0,0,4.852030263919617
10158,0,1,0,0,15,0,0,0,4.852030263919617
9293,0,0,0,0,1,1,0,0,4.852030263919617
7168,0,0,0,0,3,0,0,1,4.852030263919617
7101,0,1,0,0,1,0,0,3,4.852030263919617
6994,0,1,0,1,0,0,0,1,4.852030263919617
10379,0,0,0,0,3,0,0,1,4.852030263919617
5345,0,0,0,0,3,0,0,1,4.852030263919617
9006,0,1,0,1,0,0,0,1,4.852030263919617
8828,0,0,0,1,1,0,0,0,4.852030263919617
7792,0,0,0,1,1,0,0,0,4.852030263919617
2187,0,0,0,1,1,0,0,0,4.852030263919617
9161,0,0,0,0,3,0,0,1,4.852030263919617
7535,0,0,0,0,3,0,0,1,4.852030263919617
2325,0,3,0,0,7,0,0,1,4.852030263919616
8104,0,3,0,0,7,0,0,1,4.852030263919616
6512,0,3,0,0,7,0,0,1,4.852030263919616
10885,0,0,0,0,0,0,0,4,4.828313737302301
10535,0,0,0,0,0,0,0,4,4.828313737302301
4722,0,0,0,0,0,0,0,4,4.828313737302301
7142,0,0,0,0,0,0,0,4,4.828313737302301
4922,0,0,0,0,0,0,0,4,4.828313737302301
8208,0,0,0,0,0,0,0,4,4.828313737302301
9333,0,0,0,0,0,0,0,4,4.828313737302301
10378,0,0,0,0,0,0,0,4,4.828313737302301
7776,0,0,0,0,0,0,0,4,4.828313737302301
9066,0,0,0,0,0,0,0,4,4.828313737302301
4781,0,0,0,0,0,0,0,4,4.828313737302301
7063,0,0,0,0,0,0,0,4,4.828313737302301
7149,0,1,0,0,0,2,0,0,4.799914262780604
3506,0,1,0,2,0,0,0,0,4.799914262780604
5921,0,7,0,0,5,0,0,2,4.799914262780604
10571,0,1,0,2,0,0,0,0,4.799914262780604
7201,0,1,0,2,0,0,0,0,4.799914262780604
9432,0,1,0,0,2,0,0,2,4.799914262780604
2736,0,1,0,2,0,0,0,0,4.799914262780604
9111,0,1,0,2,0,0,0,0,4.799914262780604
3844,0,1,0,2,0,0,0,0,4.799914262780604
7775,0,1,0,0,2,0,0,2,4.799914262780604
2085,0,1,0,2,0,0,0,0,4.799914262780604
3824,0,7,0,2,1,0,0,0,4.799914262780604
5482,0,1,0,0,2,0,0,2,4.799914262780604
5428,0,1,0,2,0,0,0,0,4.799914262780604
10201,0,1,0,2,0,0,0,0,4.799914262780604
4289,0,1,0,2,0,0,0,0,4.799914262780604
7798,0,1,0,0,2,0,0,2,4.799914262780604
7418,0,1,0,0,2,0,0,2,4.799914262780604
6185,0,1,0,0,2,0,0,2,4.799914262780604
3931,0,1,0,2,0,0,0,0,4.799914262780604
9684,0,1,0,0,2,0,0,2,4.799914262780604
10819,0,1,0,2,0,0,0,0,4.799914262780604
2869,0,0,0,0,10,0,0,0,4.795790545596741
9867,0,0,0,0,10,0,0,0,4.795790545596741
8796,0,0,0,0,10,0,0,0,4.795790545596741
8083,0,0,0,0,10,0,0,0,4.795790545596741
7531,0,0,0,0,10,0,0,0,4.795790545596741
8019,0,0,0,0,10,0,0,0,4.795790545596741
10299,0,0,0,0,10,0,0,0,4.795790545596741
8919,0,0,0,0,10,0,0,0,4.795790545596741
7304,0,0,0,0,10,0,0,0,4.795790545596741
5311,0,2,0,0,18,0,0,0,4.7902656696647705
4184,0,2,0,0,18,0,0,0,4.7902656696647705
6911,0,2,0,0,0,0,0,6,4.7391181584978295
9826,0,2,0,0,0,0,0,6,4.7391181584978295
10131,0,2,0,0,0,0,0,6,4.7391181584978295
10927,0,8,0,0,0,0,1,0,4.734247228263234
8200,0,8,0,0,0,0,1,0,4.734247228263234
9943,1,8,0,0,0,0,0,0,4.734247228263234
6618,0,8,0,3,0,0,0,0,4.734247228263234
6024,1,8,0,0,0,0,0,0,4.734247228263234
10848,0,8,0,0,0,0,1,0,4.734247228263234
10450,0,8,0,0,0,0,1,0,4.734247228263234
10941,0,1,0,0,14,0,0,0,4.722953221644475
9616,0,1,0,0,14,0,0,0,4.722953221644475
7112,0,0,0,0,1,0,0,2,4.68213122712422
9961,0,0,0,0,1,0,0,2,4.68213122712422
8440,0,3,0,0,3,0,0,2,4.68213122712422
9372,0,0,0,0,1,0,0,2,4.68213122712422
7152,0,1,0,0,0,0,0,5,4.68213122712422
6723,0,0,0,0,1,0,0,2,4.68213122712422
10291,0,0,0,0,1,0,0,2,4.68213122712422
7879,0,1,0,0,0,0,0,5,4.68213122712422
9369,0,0,0,0,1,0,0,2,4.68213122712422
5957,0,0,0,0,1,0,0,2,4.68213122712422
6825,0,0,0,0,1,0,0,2,4.68213122712422
10127,0,7,0,1,0,0,0,2,4.68213122712422
8798,0,3,0,0,3,0,0,2,4.68213122712422
4161,0,5,0,0,8,0,0,1,4.68213122712422
7723,0,3,0,0,3,0,0,2,4.68213122712422
8758,0,0,0,0,1,0,0,2,4.68213122712422
8643,0,1,0,0,0,0,0,5,4.68213122712422
4580,0,1,0,0,0,0,0,5,4.68213122712422
9991,0,0,0,0,1,0,0,2,4.68213122712422
6019,0,2,0,0,17,0,0,0,4.682131227124219
9040,0,2,0,0,17,0,0,0,4.682131227124219
6156,0,2,0,0,17,0,0,0,4.682131227124219
8603,0,10,0,1,5,0,0,0,4.651359568457465
4943,0,10,0,0,5,1,0,0,4.651359568457465
10770,1,9,0,0,0,0,0,0,4.628886712605407
9506,0,9,0,0,1,1,0,1,4.628886712605407
10324,0,4,0,0,7,0,0,1,4.628886712605407
3868,0,9,0,1,0,1,0,0,4.628886712605407
8620,1,9,0,0,0,0,0,0,4.628886712605407
10669,0,4,0,1,3,0,0,0,4.628886712605407
7194,1,9,0,0,0,0,0,0,4.628886712605407
6644,0,4,0,0,7,0,0,1,4.628886712605407
10655,0,9,0,0,0,0,1,0,4.628886712605407
8613,0,0,0,0,9,0,0,0,4.605170185988092
9615,0,0,0,0,9,0,0,0,4.605170185988092
9578,0,0,0,0,9,0,0,0,4.605170185988092
9028,0,0,0,0,9,0,0,0,4.605170185988092
7980,0,0,0,0,9,0,0,0,4.605170185988092
4893,0,0,0,0,9,0,0,0,4.605170185988092
10490,0,0,0,0,9,0,0,0,4.605170185988092
7946,0,1,0,0,4,0,0,1,4.605170185988091
9421,0,1,0,0,4,0,0,1,4.605170185988091
6237,0,1,0,0,4,0,0,1,4.605170185988091
9842,0,1,0,0,4,0,0,1,4.605170185988091
10800,0,1,0,0,4,0,0,1,4.605170185988091
4331,0,1,0,0,4,0,0,1,4.605170185988091
8575,0,3,0,0,6,0,0,1,4.584967478670572
7508,0,3,0,0,6,0,0,1,4.584967478670572
6969,0,3,0,0,6,0,0,1,4.584967478670572
9422,0,1,0,0,13,0,0,0,4.584967478670571
9958,0,1,0,0,13,0,0,0,4.584967478670571
10294,0,20,0,1,7,0,0,0,4.580096548435975
3918,0,9,0,2,1,0,0,0,4.576770711466394
7731,0,9,0,2,1,0,0,0,4.576770711466394
10327,0,4,0,0,21,0,0,0,4.572646994282532
5600,0,6,0,0,4,0,0,2,4.568802541817217
10256,0,2,0,0,16,0,0,0,4.567814399444322
8410,0,2,0,1,2,0,0,0,4.564348191467836
4895,0,2,0,1,2,0,0,0,4.564348191467836
6224,0,2,0,1,2,0,0,0,4.564348191467836
7318,0,2,0,1,2,0,0,0,4.564348191467836
2045,0,2,0,0,5,0,0,1,4.564348191467836
4018,0,8,0,1,0,0,0,2,4.564348191467836
8327,0,2,0,0,5,0,0,1,4.564348191467836
8944,0,2,0,1,2,0,0,0,4.564348191467836
9224,0,2,0,0,5,0,0,1,4.564348191467836
4491,0,2,0,0,5,0,0,1,4.564348191467836
9475,0,2,0,0,5,0,0,1,4.564348191467836
5275,0,22,0,0,0,0,0,12,4.559353856455461
6187,0,10,0,1,0,1,0,0,4.533576532801082
4047,1,10,0,0,0,0,0,0,4.533576532801082
7477,0,10,0,3,0,0,0,0,4.533576532801082
8119,0,10,0,0,0,0,1,0,4.533576532801082
6284,0,10,0,3,0,0,0,0,4.533576532801082
8968,0,3,0,0,18,0,0,0,4.50258359721299
9115,0,8,0,1,4,0,0,0,4.487387150331708
7844,0,8,0,0,9,0,0,1,4.487387150331708
6418,0,5,0,0,22,0,0,0,4.479228962630245
4714,0,22,0,0,3,0,0,4,4.4654082436129325
9525,0,4,0,0,3,0,0,2,4.45898767581001
5508,0,2,0,0,1,0,0,3,4.446565155811452
3907,0,5,0,1,3,0,0,0,4.446565155811452
9423,0,2,0,1,0,0,0,1,4.446565155811452
4298,0,2,0,0,15,0,0,0,4.446565155811452
6881,0,2,0,0,1,0,0,3,4.446565155811452
8314,0,2,0,0,1,0,0,3,4.446565155811452
5025,0,2,0,0,1,0,0,3,4.446565155811452
1987,0,5,0,1,3,0,0,0,4.446565155811452
8066,0,11,0,1,1,0,0,1,4.446565155811452
4582,0,2,0,1,0,0,0,1,4.446565155811452
7291,0,2,0,0,0,1,0,1,4.446565155811452
8595,0,2,0,0,1,0,0,3,4.446565155811452
8531,0,1,0,0,12,0,0,0,4.436751534363128
6897,0,1,0,0,12,0,0,0,4.436751534363128
5260,0,1,0,0,12,0,0,0,4.436751534363128
7536,0,1,0,0,12,0,0,0,4.436751534363128
7598,0,1,0,0,12,0,0,0,4.436751534363128
8958,0,9,0,0,28,0,0,0,4.432006566978902
7438,0,15,0,0,6,0,0,2,4.415068441875174
5213,0,0,0,0,8,0,0,0,4.394449154672439
9160,0,2,0,2,0,0,0,0,4.394449154672439
9226,0,0,0,0,8,0,0,0,4.394449154672439
10503,0,0,0,0,8,0,0,0,4.394449154672439
7679,0,0,0,0,8,0,0,0,4.394449154672439
10934,0,2,0,0,0,2,0,0,4.394449154672439
7097,0,2,0,0,0,2,0,0,4.394449154672439
4306,0,0,0,0,8,0,0,0,4.394449154672439
6995,0,2,0,2,0,0,0,0,4.394449154672439
8375,0,2,0,2,0,0,0,0,4.394449154672439
4993,0,0,0,0,8,0,0,0,4.394449154672439
10313,0,0,0,0,8,0,0,0,4.394449154672439
4748,0,0,0,0,8,0,0,0,4.394449154672439
6743,0,0,0,0,8,0,0,0,4.394449154672439
5893,0,0,0,0,8,0,0,0,4.394449154672439
10680,0,2,0,0,0,2,0,0,4.394449154672439
9560,0,2,0,0,0,2,0,0,4.394449154672439
10083,0,2,0,2,0,0,0,0,4.394449154672439
7590,0,2,0,2,0,0,0,0,4.394449154672439
7628,0,0,0,0,8,0,0,0,4.394449154672439
6819,0,2,0,2,0,0,0,0,4.394449154672439
8519,0,11,0,0,5,0,0,2,4.394449154672438
6039,0,5,0,0,21,0,0,0,4.390325437488578
5320,0,4,0,0,6,0,0,1,4.361823927356362
10736,0,4,0,0,6,0,0,1,4.361823927356362
5517,0,2,0,0,14,0,0,0,4.31748811353631
7710,0,2,0,0,14,0,0,0,4.31748811353631
4869,0,2,0,0,14,0,0,0,4.31748811353631
10219,0,14,0,0,2,0,0,4,4.31748811353631
10446,0,2,0,0,14,0,0,0,4.31748811353631
5322,1,13,0,0,0,0,0,0,4.292414475984195
4056,1,13,0,0,0,0,0,0,4.292414475984195
7868,0,13,0,0,0,0,1,0,4.292414475984195
10531,0,13,0,3,0,0,0,0,4.292414475984195
8231,0,13,0,0,0,0,1,0,4.292414475984195
5727,0,6,0,0,7,0,0,1,4.292414475984193
9045,0,3,0,0,16,0,0,0,4.2801323269925415
2345,0,3,0,0,16,0,0,0,4.2801323269925415
5625,0,0,0,0,2,0,0,1,4.276666119016055
10361,0,0,0,0,2,0,0,1,4.276666119016055
8983,0,0,0,0,2,0,0,1,4.276666119016055
8449,0,0,0,0,2,0,0,1,4.276666119016055
6556,0,0,0,0,2,0,0,1,4.276666119016055
6222,0,5,0,0,3,0,0,2,4.276666119016055
8033,0,0,0,0,2,0,0,1,4.276666119016055
9425,0,0,0,0,2,0,0,1,4.276666119016055
8398,0,1,0,0,11,0,0,0,4.276666119016055
7397,0,0,0,0,2,0,0,1,4.276666119016055
7700,0,0,0,0,2,0,0,1,4.276666119016055
7891,0,0,0,0,2,0,0,1,4.276666119016055
6383,0,1,0,0,11,0,0,0,4.276666119016055
6616,0,2,0,0,0,0,0,5,4.276666119016055
9813,0,0,0,0,2,0,0,1,4.276666119016055
10778,0,0,0,0,2,0,0,1,4.276666119016055
5479,0,0,0,0,2,0,0,1,4.276666119016055
9606,0,0,0,0,2,0,0,1,4.276666119016055
4166,0,0,0,0,2,0,0,1,4.276666119016055
7569,0,2,0,0,0,0,0,5,4.276666119016055
7629,0,0,0,0,2,0,0,1,4.276666119016055
9860,0,0,0,0,2,0,0,1,4.276666119016055
9937,0,0,0,0,2,0,0,1,4.276666119016055
6629,0,0,0,0,2,0,0,1,4.276666119016055
4711,0,0,0,0,2,0,0,1,4.276666119016055
5690,0,0,0,0,2,0,0,1,4.276666119016055
9287,0,1,0,0,11,0,0,0,4.276666119016055
6955,0,0,0,0,2,0,0,1,4.276666119016055
7096,0,0,0,0,2,0,0,1,4.276666119016055
8932,0,0,0,0,2,0,0,1,4.276666119016055
6711,0,0,0,0,2,0,0,1,4.276666119016055
9914,0,3,0,0,5,0,0,1,4.276666119016054
4511,0,3,0,0,5,0,0,1,4.276666119016054
6721,0,4,0,0,0,0,0,6,4.228292534731839
9981,0,4,0,0,0,0,0,6,4.228292534731839
9385,0,14,0,0,0,0,1,0,4.223421604497244
7280,0,9,0,0,4,0,0,2,4.212127597878483
6648,0,2,0,0,4,0,0,1,4.199705077879926
8626,0,2,0,0,4,0,0,1,4.199705077879926
10840,0,2,0,0,4,0,0,1,4.199705077879926
10875,0,1,0,0,3,0,0,1,4.158883083359672
6365,0,3,0,1,0,0,0,1,4.158883083359672
10788,0,1,0,0,3,0,0,1,4.158883083359672
6954,0,0,0,0,0,0,0,3,4.158883083359672
7762,0,0,0,0,7,0,0,0,4.158883083359672
6130,0,7,0,0,7,0,0,1,4.158883083359672
4887,0,1,0,0,3,0,0,1,4.158883083359672
5057,1,15,0,0,0,0,0,0,4.158883083359672
8914,0,0,0,0,7,0,0,0,4.158883083359672
6615,0,0,0,0,0,0,0,3,4.158883083359672
4438,0,3,0,0,0,1,0,1,4.158883083359672
2347,0,0,0,0,7,0,0,0,4.158883083359672
7552,0,1,0,1,1,0,0,0,4.158883083359672
4111,0,1,0,0,3,0,0,1,4.158883083359672
6208,0,0,0,0,0,0,0,3,4.158883083359672
7681,0,0,0,0,0,0,0,3,4.158883083359672
8034,0,1,0,0,3,0,0,1,4.158883083359672
8818,0,0,0,0,7,0,0,0,4.158883083359672
4409,0,1,0,1,1,0,0,0,4.158883083359672
8675,0,0,0,0,0,0,0,3,4.158883083359672
10517,0,1,0,0,1,1,0,0,4.158883083359672
5466,0,0,0,0,0,0,0,3,4.158883083359672
9249,0,0,0,0,0,0,0,3,4.158883083359672
7672,0,0,0,0,7,0,0,0,4.158883083359672
6112,0,1,0,1,1,0,0,0,4.158883083359672
8071,0,1,0,1,1,0,0,0,4.158883083359672
10055,0,0,0,0,0,0,0,3,4.158883083359672
10721,0,15,0,3,0,0,0,0,4.158883083359672
6450,0,1,0,1,1,0,0,0,4.158883083359672
9518,0,1,0,0,1,1,0,0,4.158883083359672
10305,0,0,0,0,0,0,0,3,4.158883083359672
6444,0,1,0,0,3,0,0,1,4.158883083359672
2743,0,1,0,1,1,0,0,0,4.158883083359672
6649,0,3,0,0,0,1,0,1,4.158883083359672
7083,0,1,0,0,3,0,0,1,4.158883083359672
8860,0,0,0,0,7,0,0,0,4.158883083359672
8469,0,0,0,0,7,0,0,0,4.158883083359672
7740,0,0,0,0,7,0,0,0,4.158883083359672
8903,0,0,0,0,7,0,0,0,4.158883083359672
9079,0,1,0,0,3,0,0,1,4.158883083359672
7231,0,1,0,1,1,0,0,0,4.158883083359672
9888,0,1,0,0,3,0,0,1,4.158883083359672
4273,0,0,0,0,0,0,0,3,4.158883083359672
5786,0,1,0,0,3,0,0,1,4.158883083359672
6603,0,0,0,0,7,0,0,0,4.158883083359672
8511,0,1,0,0,0,0,0,4,4.135166556742355
5221,0,1,0,0,0,0,0,4,4.135166556742355
8981,0,1,0,0,0,0,0,4,4.135166556742355
6425,0,1,0,0,0,0,0,4,4.135166556742355
9205,0,1,0,0,0,0,0,4,4.135166556742355
5570,0,6,0,0,3,0,0,2,4.122515439188797
6002,0,6,0,0,3,0,0,2,4.122515439188797
7994,0,6,0,0,3,0,0,2,4.122515439188797
7357,0,3,0,0,0,2,0,0,4.106767082220658
10357,0,3,0,2,0,0,0,0,4.106767082220658
4597,0,3,0,0,2,0,0,2,4.106767082220658
4004,0,3,0,2,0,0,0,0,4.106767082220658
5715,0,3,0,2,0,0,0,0,4.106767082220658
10947,0,3,0,2,0,0,0,0,4.106767082220658
7476,0,3,0,2,0,0,0,0,4.106767082220658
7486,0,1,0,0,10,0,0,0,4.102643365036796
7414,0,15,0,0,10,0,0,1,4.102643365036796
7652,0,1,0,0,10,0,0,0,4.102643365036796
8648,0,1,0,0,10,0,0,0,4.102643365036796
8768,0,1,0,0,10,0,0,0,4.102643365036796
6415,0,12,0,0,27,0,0,0,4.09945966288887
8760,0,4,0,0,5,0,0,1,4.053522567701846
5844,0,22,0,0,6,0,0,2,4.052162948185806
4888,0,13,0,0,9,0,0,1,4.045554398052669
9386,0,2,0,0,12,0,0,0,4.031286426254964
9852,0,1,0,0,1,0,0,2,3.9889840465642745
7989,0,1,0,0,1,0,0,2,3.9889840465642745
7841,0,1,0,0,1,0,0,2,3.9889840465642745
5555,0,7,0,0,3,0,0,2,3.9889840465642745
6919,0,1,0,0,1,0,0,2,3.9889840465642745
9481,0,1,0,0,1,0,0,2,3.9889840465642745
5207,0,1,0,0,1,0,0,2,3.9889840465642745
8683,0,1,0,0,1,0,0,2,3.9889840465642745
8746,0,3,0,0,0,0,0,5,3.9889840465642745
4918,0,3,0,0,0,0,0,5,3.9889840465642745
5522,0,5,0,0,17,0,0,0,3.988984046564274
9027,0,8,0,0,21,0,0,0,3.984860329380413
4340,0,14,0,0,9,0,0,1,3.9765615265657175
10429,0,4,0,0,0,1,0,1,3.935739532045462
10785,0,4,0,1,0,0,0,1,3.935739532045462
8259,0,4,0,1,0,0,0,1,3.935739532045462
10863,0,4,0,0,15,0,0,0,3.935739532045462
8965,0,1,0,0,9,0,0,0,3.9120230054281455
4296,0,1,0,0,9,0,0,0,3.9120230054281455
10561,0,3,0,0,4,0,0,1,3.9120230054281455
9706,0,3,0,0,4,0,0,1,3.9120230054281455
9396,0,1,0,0,9,0,0,0,3.9120230054281455
8686,0,1,0,0,9,0,0,0,3.9120230054281455
9830,0,1,0,0,9,0,0,0,3.9120230054281455
9968,0,9,0,0,1,0,0,4,3.9120230054281455
4519,0,3,0,0,4,0,0,1,3.9120230054281455
6275,0,0,0,0,6,0,0,0,3.8918202981106265
6823,0,0,0,0,6,0,0,0,3.8918202981106265
7930,0,0,0,0,6,0,0,0,3.8918202981106265
10623,0,0,0,0,6,0,0,0,3.8918202981106265
10426,0,0,0,0,6,0,0,0,3.8918202981106265
9524,0,7,0,0,6,0,0,1,3.8918202981106265
9114,0,0,0,0,6,0,0,0,3.8918202981106265
9605,0,0,0,0,6,0,0,0,3.8918202981106265
6235,0,0,0,0,6,0,0,0,3.8918202981106265
9832,0,0,0,0,6,0,0,0,3.8918202981106265
5837,0,0,0,0,6,0,0,0,3.8918202981106265
10536,0,0,0,0,6,0,0,0,3.8918202981106265
8762,0,0,0,0,6,0,0,0,3.8918202981106265
10677,0,3,0,0,13,0,0,0,3.891820298110626
5396,0,4,0,2,0,0,0,0,3.8836235309064486
10891,0,4,0,2,0,0,0,0,3.8836235309064486
5278,0,4,0,0,2,0,0,2,3.8836235309064486
4356,0,4,0,2,0,0,0,0,3.8836235309064486
10363,0,4,0,0,0,2,0,0,3.8836235309064486
10612,0,4,0,2,0,0,0,0,3.8836235309064486
8305,0,4,0,0,2,0,0,2,3.8836235309064486
5258,0,5,0,0,16,0,0,0,3.874667218884378
4484,0,5,0,1,2,0,0,0,3.871201010907891
10103,0,5,0,0,5,0,0,1,3.8712010109078903
10351,0,23,0,0,5,1,0,0,3.8712010109078903
9474,0,5,0,0,5,0,0,1,3.8712010109078903
10134,0,5,0,0,5,0,0,1,3.8712010109078903
9260,0,4,0,0,14,0,0,0,3.80666248977032
7423,0,2,0,1,1,0,0,0,3.753417975251508
5015,0,2,0,1,1,0,0,0,3.753417975251508
10262,0,2,0,1,1,0,0,0,3.753417975251508
8847,0,2,0,1,1,0,0,0,3.753417975251508
5774,0,2,0,1,1,0,0,0,3.753417975251508
3947,0,2,0,1,1,0,0,0,3.753417975251508
9917,0,5,0,1,0,0,0,1,3.7534179752515073
6201,0,11,0,1,3,0,0,0,3.7534179752515073
5631,0,5,0,0,15,0,0,0,3.7534179752515073
7430,0,5,0,0,0,1,0,1,3.7534179752515073
3094,0,5,0,0,15,0,0,0,3.7534179752515073
8945,0,5,0,0,15,0,0,0,3.7534179752515073
9141,0,2,0,0,3,0,0,1,3.753417975251507
6098,0,2,0,0,3,0,0,1,3.753417975251507
9261,0,2,0,0,3,0,0,1,3.753417975251507
5219,0,2,0,0,3,0,0,1,3.753417975251507
10017,0,2,0,0,3,0,0,1,3.753417975251507
8665,0,2,0,0,0,0,0,4,3.729701448634191
8029,0,2,0,0,0,0,0,4,3.729701448634191
8802,0,2,0,0,0,0,0,4,3.729701448634191
5028,0,2,0,0,0,0,0,4,3.729701448634191
4193,0,2,0,0,0,0,0,4,3.729701448634191
4373,0,6,0,1,2,0,0,0,3.7170503310806327
10293,0,5,0,2,0,0,0,0,3.701301974112494
5029,0,5,0,2,0,0,0,0,3.701301974112494
10481,0,5,0,0,0,2,0,0,3.701301974112494
10931,0,5,0,0,0,2,0,0,3.701301974112494
7551,0,5,0,2,0,0,0,0,3.701301974112494
10613,0,5,0,2,0,0,0,0,3.701301974112494
2651,0,5,0,2,0,0,0,0,3.701301974112494
5566,0,1,0,0,8,0,0,0,3.7013019741124937
