SOURCE,EXTERNAL_ID,PMCID,DOI,AUTHORS,PUBLICATION_YEAR,PUBLICATION_MONTH,TITLE,JOURNAL,VOLUME,ISSUE,PAGE_INFO,PUBLISHER,TIMES_CITED,GRANTS,OPEN_ACCESS,LICENSE,FIRST_PUB_DATE (dd/mm/yyyy),EMBARGO_DATE (dd/mm/yyyy),IN_EPMC,EPMC_AUTH_MAN
MED,23365225,PMC4340971,10.1523/jneurosci.4405-12.2013,"Da Costa, Sandra; van der Zwaag, Wietske; Miller, Lee M; Clarke, Stephanie; Saenz, Melissa",2013,1,Tuning in to sound: frequency-selective attentional filter in human primary auditory cortex.,"J Neurosci",33,"5","1858-1863",,46,"""Swiss National Science Foundation"":""320030"",""Swiss National Science Foundation"":""124897"",""NIDCD NIH HHS"":""R01 DC008171""",N,cc by-nc-sa,2013-01-01,,Y,N
MED,21600919,PMC3134153,10.1016/j.neubiorev.2011.04.013,"Brenhouse, Heather C; Andersen, Susan L",2011,8,Developmental trajectories during adolescence in males and females: a cross-species understanding of underlying brain changes.,"Neurosci Biobehav Rev",35,"8","1687-1703",,183,"""NIDA NIH HHS"":""R01 DA026485"",""NIDA NIH HHS"":""R01 DA026485-02"",""NIMH NIH HHS"":""R01 MH091114"",""NIDA NIH HHS"":""R01 DA015403"",""NIDA NIH HHS"":""R01 DA015403-07""",N,,2011-05-12,,Y,N
MED,23604287,PMC3456080,10.1007/s11357-997-0001-5,"Uno, H",1997,1,Age-related pathology and biosenescent markers in captive rhesus macaques.,"Age (Omaha)",20,"1","1-13",,34,"",N,,1997-01-01,,Y,N
MED,19684249,PMC2837094,10.1093/cercor/bhp157,"O'Reilly, Jill X; Beckmann, Christian F; Tomassini, Valentina; Ramnani, Narender; Johansen-Berg, Heidi",2010,4,Distinct and overlapping functional zones in the cerebellum defined by resting state functional connectivity.,"Cereb Cortex",20,"4","953-965",,395,"""Wellcome Trust"":""070204/z/05/z"",""Multiple Sclerosis Society"":""829"",""Medical Research Council"":""G0801418B"",""Medical Research Council"":""G0802459"",""Biotechnology and Biological Sciences Research Council"":""BBS/B/16313"",""Wellcome Trust"":""078204""",N,,2009-08-14,,Y,N
MED,17986233,,10.1111/j.1471-4159.2007.05009.x,"Chefer, Svetlana I; Pavlova, Olga A; Zhang, Yi; Vaupel, D Bruce; Kimes, Alane S; Horti, Andrew G; Stein, Elliot; Mukhin, Alexey G",2008,1,"NIDA522131, a new radioligand for imaging extrathalamic nicotinic acetylcholine receptors: in vitro and in vivo evaluation.","J Neurochem",104,"2","306-315",,5,"""Intramural NIH HHS"":""ID_NOT_SUPPLIED""",N,,2007-11-06,,N,N
MED,18787228,PMC2665158,10.1093/cercor/bhn157,"Taglialatela, Jared P; Russell, Jamie L; Schaeffer, Jennifer A; Hopkins, William D",2009,5,Visualizing vocal perception in the chimpanzee brain.,"Cereb Cortex",19,"5","1151-1157",,37,"""NIDCD NIH HHS"":""F32 DC007823-03"",""NINDS NIH HHS"":""NS-42867"",""NINDS NIH HHS"":""R01 NS036605"",""NINDS NIH HHS"":""R01 NS042867"",""NCRR NIH HHS"":""RR-00165"",""NIDCD NIH HHS"":""F32DC007823"",""NINDS NIH HHS"":""NS-36605"",""NCRR NIH HHS"":""P51 RR000165""",N,,2008-09-11,,Y,N
MED,23804753,PMC3763550,10.1093/nar/gkt567,"Hou, Pei-Shan; Chuang, Ching-Yu; Kao, Cheng-Fu; Chou, Shen-Ju; Stone, Lee; Ho, Hong-Nerng; Chien, Chung-Liang; Kuo, Hung-Chih",2013,9,LHX2 regulates the neural differentiation of human embryonic stem cells via transcriptional modulation of PAX6 and CER1.,"Nucleic Acids Res",41,"16","7753-7770",,40,"",Y,cc by-nc,2013-06-26,,Y,N
MED,14960615,PMC6730351,10.1523/jneurosci.3852-03.2004,"Ozeki, Hirofumi; Sadakane, Osamu; Akasaki, Takafumi; Naito, Tomoyuki; Shimegi, Satoshi; Sato, Hiromichi",2004,2,Relationship between excitation and inhibition underlying size tuning and contextual response modulation in the cat primary visual cortex.,"J Neurosci",24,"6","1428-1438",,102,"",N,cc by-nc-sa,2004-02-01,,Y,N
MED,25210154,PMC4254876,10.1152/jn.00851.2012,"Menzer, David L; Rao, Naveen G; Bondy, Adrian; Truccolo, Wilson; Donoghue, John P",2014,12,Population interactions between parietal and primary motor cortices during reach.,"J Neurophysiol",112,"11","2959-2984",,4,"""NINDS NIH HHS"":""5R37 NS-205074"",""NINDS NIH HHS"":""K01 NS057389"",""NINDS NIH HHS"":""5K01 NS-057389"",""NINDS NIH HHS"":""5R01 NS-205074"",""NIMH NIH HHS"":""T32 MH020068"",""NINDS NIH HHS"":""R01 NS025074"",""PHS HHS"":""C06-16549-01A1""",N,,2014-09-10,,Y,N
MED,31517190,PMC6634360,10.5334/joc.18,"Mathôt, Sebastiaan",2018,2,"Pupillometry: Psychology, Physiology, and Function.","J Cogn",1,"1","16",,117,"",Y,cc by,2018-02-21,,Y,N
MED,20974247,PMC3025063,10.1016/j.bbi.2010.10.020,"Heinisch, Silke; Palma, Jonathan; Kirby, Lynn G",2011,2,Interactions between chemokine and mu-opioid receptors: anatomical findings and electrophysiological studies in the rat periaqueductal grey.,"Brain Behav Immun",25,"2","360-372",,36,"""NIDA NIH HHS"":""R01 DA006650-19"",""NIDA NIH HHS"":""DA 06650"",""NIDA NIH HHS"":""R01 DA020126"",""NIDA NIH HHS"":""R01 DA020126-05"",""NIDA NIH HHS"":""P30 DA013429-12"",""NIDA NIH HHS"":""R01 DA006650"",""NIDA NIH HHS"":""DA 13429"",""NIDA NIH HHS"":""DA 20126"",""NIDA NIH HHS"":""P30 DA013429""",N,,2010-10-23,,Y,N
MED,29108832,PMC6371985,10.1016/j.neuroscience.2017.10.041,"Rajendran, Vani G; Teki, Sundeep; Schnupp, Jan W H",2018,10,Temporal Processing in Audition: Insights from Music.,"Neuroscience",389,"","4-18",,11,"""Wellcome Trust"":""ID_NOT_SUPPLIED"",""Wellcome Trust"":""WT099750MA""",Y,cc by,2017-11-03,,Y,N
MED,12724361,,10.1152/jn.00064.2003,"Wyder, Melanie T; Massoglia, Dino P; Stanford, Terrence R",2003,9,"Quantitative assessment of the timing and tuning of visual-related, saccade-related, and delay period activity in primate central thalamus.","J Neurophysiol",90,"3","2029-2052",,53,"""NEI NIH HHS"":""EY-12389"",""NEI NIH HHS"":""R01 EY012389""",N,,2003-04-30,,N,N
MED,8182439,PMC6577453,10.1523/jneurosci.14-05-02775.1994,"Friedman, HR; Goldman-Rakic, PS",1994,5,Coactivation of prefrontal cortex and inferior parietal cortex in working memory tasks revealed by 2DG functional mapping in the rhesus monkey.,"J Neurosci",14,"5 Pt 1","2775-2788",,159,"""NIMH NIH HHS"":""R37MH38546""",N,cc by-nc-sa,1994-05-01,,Y,N
MED,27842611,PMC5109723,10.1186/s40478-016-0385-5,"Uchihara, Toshiki; Endo, Kentaro; Kondo, Hiromi; Okabayashi, Sachi; Shimozawa, Nobuhiro; Yasutomi, Yasuhiro; Adachi, Eijiro; Kimura, Nobuyuki",2016,11,Tau pathology in aged cynomolgus monkeys is progressive supranuclear palsy/corticobasal degeneration- but not Alzheimer disease-like -Ultrastructural mapping of tau by EDX.,"Acta Neuropathol Commun",4,"1","118",,12,"""Tokyo Metropolitan Istitute of Medical Science"":""ID_NOT_SUPPLIED"",""Japan Foundation for Neuroscience and Mental Health"":""ID_NOT_SUPPLIED"",""KAKENHI"":""JP25430057, JP16K14572"",""Mitsui International Corporation (US)"":""ID_NOT_SUPPLIED"",""National Center for Geriatrics and Gerontology"":""25-20""",Y,cc by,2016-11-14,,Y,N
MED,8774447,PMC6578697,10.1523/jneurosci.16-05-01791.1996,"Horton, JC; Hocking, DR",1996,3,An adult-like pattern of ocular dominance columns in striate cortex of newborn monkeys prior to visual experience.,"J Neurosci",16,"5","1791-1807",,163,"""NEI NIH HHS"":""R01-EY10217"",""NCRR NIH HHS"":""RR00169""",N,cc by-nc-sa,1996-03-01,,Y,N
MED,6157310,,,"Shannak, KS; Hornykiewicz, O",1980,,Brain monoamines in the rhesus monkey during long-term neuroleptic administration.,"Adv Biochem Psychopharmacol",24,"","315-323",,11,"",N,,1980-01-01,,N,N
MED,20484638,PMC3156557,10.1523/jneurosci.5506-09.2010,"Sincich, Lawrence C; Jocson, Cristina M; Horton, Jonathan C",2010,5,V1 interpatch projections to v2 thick stripes and pale stripes.,"J Neurosci",30,"20","6963-6974",,32,"""NEI NIH HHS"":""R01 EY010217-17"",""NEI NIH HHS"":""R01 EY010217"",""NCRR NIH HHS"":""RR00169"",""NEI NIH HHS"":""EY10217"",""NEI NIH HHS"":""P30 EY002162"",""NCRR NIH HHS"":""P51 RR000169"",""NEI NIH HHS"":""R56 EY010217"",""NEI NIH HHS"":""EY02162"",""NEI NIH HHS"":""EY13676"",""NEI NIH HHS"":""F32 EY013676"",""NEI NIH HHS"":""F32 EY013676-02"",""NEI NIH HHS"":""P30 EY002162-33""",N,,2010-05-01,,Y,N
MED,88245,,10.1016/0006-8993(79)90260-9,"Rezak, M; Benevento, LA",1979,5,"A comparison of the organization of the projections of the dorsal lateral geniculate nucleus, the inferior pulvinar and adjacent lateral pulvinar to primary visual cortex (area 17) in the macaque monkey.","Brain Res",167,"1","19-40",,86,"",N,,1979-05-01,,N,N
MED,20211943,PMC2978237,10.1093/cercor/bhq024,"Schmidt, Kerstin E; Lomber, Stephen G; Innocenti, Giorgio M",2010,12,Specificity of neuronal responses in primary visual cortex is modulated by interhemispheric corticocortical input.,"Cereb Cortex",20,"12","2776-2786",,24,"",Y,cc by-nc,2010-03-08,,Y,N
MED,6771218,,10.3109/00207458009147579,"Streitfeld, BD",1980,,The fiber connections of the temporal lobe with emphasis on the rhesus monkey.,"Int J Neurosci",11,"1","51-71",,14,"",N,,1980-01-01,,N,N
MED,15691664,,10.1016/j.nucmedbio.2004.07.001,"Jarkas, Nachwa; McConathy, Jonathan; Votaw, John R; Voll, Ronald J; Malveaux, Eugene; Camp, Vernon M; Williams, Larry; Goodman, Robin R; Kilts, Clinton D; Goodman, Mark M",2005,1,Synthesis and characterization of EADAM: a selective radioligand for mapping the brain serotonin transporters by positron emission tomography.,"Nucl Med Biol",32,"1","75-86",,14,"",N,,2005-01-01,,N,N
MED,110850,,10.1002/cne.901860304,"Boivie, J",1979,8,An anatomical reinvestigation of the termination of the spinothalamic tract in the monkey.,"J Comp Neurol",186,"3","343-369",,116,"",N,,1979-08-01,,N,N
MED,18186932,PMC2249578,10.1186/1740-3391-6-1,"Jean-Louis, Girardin; Zizi, Ferdinand; Lazzaro, Douglas R; Wolintz, Arthur H",2008,1,Circadian rhythm dysfunction in glaucoma: A hypothesis.,"J Circadian Rhythms",6,"","1",,27,"""NHLBI NIH HHS"":""R25 HL085042"",""NIMHD NIH HHS"":""R24 MD001090""",Y,cc by,2008-01-10,,Y,N
MED,17849020,PMC1963318,10.1371/journal.pone.0000891,"Meister, Ingo G; Iacoboni, Marco",2007,9,No language-specific activation during linguistic processing of observed actions.,"PLoS One",2,"9","e891",,12,"""NCRR NIH HHS"":""M01 RR000865"",""NCRR NIH HHS"":""RR13642"",""NCRR NIH HHS"":""P41 RR013642"",""NCRR NIH HHS"":""C06 RR012169"",""NCRR NIH HHS"":""RR00865""",Y,cc by,2007-09-12,,Y,N
MED,22579525,PMC3367030,10.1016/j.expneurol.2012.04.025,"Brown, CA; Campbell, MC; Karimi, M; Tabbal, SD; Loftin, SK; Tian, LL; Moerlein, SM; Perlmutter, JS",2012,7,Dopamine pathway loss in nucleus accumbens and ventral tegmental area predicts apathetic behavior in MPTP-lesioned monkeys.,"Exp Neurol",236,"1","190-197",,41,"""NINDS NIH HHS"":""NS050425"",""NINDS NIH HHS"":""NS41509"",""NINDS NIH HHS"":""R01 NS041509"",""NINDS NIH HHS"":""R01 NS050425"",""NINDS NIH HHS"":""R01 NS075321"",""NINDS NIH HHS"":""NS075321"",""NINDS NIH HHS"":""R01 NS058714"",""NINDS NIH HHS"":""NS058714""",N,,2012-05-02,,Y,N
MED,20225220,PMC6870275,10.1002/hbm.20949,"Stadler, Waltraud; Schubotz, Ricarda I; von Cramon, D Yves; Springer, Anne; Graf, Markus; Prinz, Wolfgang",2011,5,Predicting and memorizing observed action: differential premotor cortex involvement.,"Hum Brain Mapp",32,"5","677-687",,52,"",N,,2011-05-01,,Y,N
MED,17881517,PMC6672662,10.1523/jneurosci.2632-07.2007,"Padberg, Jeffrey; Franca, João G; Cooke, Dylan F; Soares, Juliana G M; Rosa, Marcello G P; Fiorani, Mario; Gattass, Ricardo; Krubitzer, Leah",2007,9,Parallel evolution of cortical areas involved in skilled hand use.,"J Neurosci",27,"38","10106-10115",,82,"""NINDS NIH HHS"":""R01 NS035103"",""NINDS NIH HHS"":""R01-NS035103-11""",N,,2007-09-01,,Y,N
MED,24819738,PMC4527717,10.1167/14.5.7,"Singer, Jedediah M; Kreiman, Gabriel",2014,5,Short temporal asynchrony disrupts visual object recognition.,"J Vis",14,"5","7",,4,"""NIH HHS"":""DP2 OD006461""",N,,2014-05-12,,Y,N
MED,19087163,PMC2719830,10.1111/j.1460-9568.2008.06565.x,"Shimo, Yasushi; Wichmann, Thomas",2009,1,Neuronal activity in the subthalamic nucleus modulates the release of dopamine in the monkey striatum.,"Eur J Neurosci",29,"1","104-113",,16,"""NINDS NIH HHS"":""R01 NS040432-02"",""NINDS NIH HHS"":""R01 NS049474-04"",""NINDS NIH HHS"":""R01 NS049474-05"",""NINDS NIH HHS"":""NS049474"",""NCRR NIH HHS"":""P51 RR000165-457285"",""NCRR NIH HHS"":""P51 RR000165-48"",""NINDS NIH HHS"":""R01 NS040432-03"",""NINDS NIH HHS"":""R01 NS049474-03"",""NCRR NIH HHS"":""RR-000165"",""NINDS NIH HHS"":""R01 NS040432"",""NINDS NIH HHS"":""R01 NS049474-02"",""NCRR NIH HHS"":""P51 RR000165-460341"",""NINDS NIH HHS"":""R01 NS040432-01A1"",""NINDS NIH HHS"":""R01 NS049474"",""NINDS NIH HHS"":""NS040432"",""NCRR NIH HHS"":""P51 RR000165"",""NINDS NIH HHS"":""R01 NS049474-01A1"",""NINDS NIH HHS"":""R01 NS040432-04""",N,,2008-12-12,,Y,N
MED,409452,,10.1016/0006-8993(77)90761-2,"Miller, RA; Strominger, NL",1977,9,An experimental study of the efferent connections of the superior cerebellar peduncle in the rhesus monkey.,"Brain Res",133,"2","237-250",,33,"",N,,1977-09-01,,N,N
MED,3406148,,10.1016/0031-9384(88)90074-1,"Yaxley, S; Rolls, ET; Sienkiewicz, ZJ",1988,,The responsiveness of neurons in the insular gustatory cortex of the macaque monkey is independent of hunger.,"Physiol Behav",42,"3","223-229",,79,"",N,,1988-01-01,,N,N
MED,23668970,PMC3720813,10.1016/j.neuroimage.2013.04.127,"Glasser, Matthew F; Sotiropoulos, Stamatios N; Wilson, J Anthony; Coalson, Timothy S; Fischl, Bruce; Andersson, Jesper L; Xu, Junqian; Jbabdi, Saad; Webster, Matthew; Polimeni, Jonathan R; Van Essen, David C; Jenkinson, Mark; WU-Minn HCP Consortium",2013,10,The minimal preprocessing pipelines for the Human Connectome Project.,"Neuroimage",80,"","105-124",,1760,"""National Institute on Aging"":""AG022381"",""NIBIB NIH HHS"":""R01EB006758"",""NINDS NIH HHS"":""1R01NS070963"",""NCRR NIH HHS"":""1S10RR023043"",""National Institute on Aging"":""5R01AG008122-22"",""NIA NIH HHS"":""R01 AG022381"",""NINDS NIH HHS"":""R01 NS052585"",""National Institute for Neurological Disorders and Stroke"":""R01 NS052585-01"",""NIH ROI MH-60974"":""ID_NOT_SUPPLIED"",""NIMH NIH HHS"":""5U01-MH093765"",""Medical Research Council"":""G0800578"",""NIA NIH HHS"":""R01 AG008122"",""NINDS NIH HHS"":""R21 NS072652"",""National Center for Alternative Medicine"":""RC1 AT005728-01"",""NIH Blueprint for Neuroscience Research"":""5U01-MH093765"",""NINDS NIH HHS"":""R01 NS052585-01"",""NINDS NIH HHS"":""R01 NS070963"",""NCRR NIH HHS"":""S10 RR023043"",""NIMH NIH HHS"":""U01 MH093765"",""NIMH NIH HHS"":""U54 MH091657"",""Wellcome Trust"":""098369"",""NINDS NIH HHS"":""1R21NS072652-01"",""Shared Instrumentation Grants"":""1S10RR019307"",""Shared Instrumentation Grants"":""1S10RR023043"",""Human Connectome Project"":""1U54MH091657-01"",""NCRR NIH HHS"":""P41 RR014075"",""PHS HHS"":""R0IMH-60974"",""NCRR NIH HHS"":""S10 RR019307"",""NCRR NIH HHS"":""1S10RR023401"",""National Center for Research Resources"":""P41-RR14075"",""National Institute for Biomedical Imaging and Bioengineering"":""R01EB006758"",""The Autism &amp; Dyslexia Project funded by the Ellison Medical Foundation"":""ID_NOT_SUPPLIED"",""National Institute for Neurological Disorders and Stroke"":""1R01NS070963"",""National Institute for Neurological Disorders and Stroke"":""1R21NS072652-01"",""NCRR NIH HHS"":""1S10RR019307"",""Shared Instrumentation Grants"":""1S10RR023401"",""NIMH NIH HHS"":""1U54MH091657-01"",""NIA NIH HHS"":""5R01AG008122-22"",""National Center for Research Resources"":""BIRN002, U24 RR021382"",""NIMH NIH HHS"":""F30 MH097312"",""NCRR NIH HHS"":""P41-RR14075"",""NCCIH NIH HHS"":""RC1 AT005728"",""NCCIH NIH HHS"":""RC1 AT005728-01"",""NCRR NIH HHS"":""S10 RR023401"",""NIH F30 MH097312"":""ID_NOT_SUPPLIED"",""NIA NIH HHS"":""AG022381"",""Biotechnology and Biological Sciences Research Council"":""BB/C519938/1"",""NIBIB NIH HHS"":""K01 EB011498"",""NIBIB NIH HHS"":""R01 EB006758"",""NIMH NIH HHS"":""R01 MH060974"",""NCRR NIH HHS"":""U24 RR021382""",N,,2013-05-11,,Y,N
MED,10703040,PMC1692714,10.1098/rstb.2000.0545,"Young, MP; Scannell, JW",2000,1,Brain structure-function relationships: advances from neuroinformatics.,"Philos Trans R Soc Lond B Biol Sci",355,"1393","3-6",,9,"",N,,2000-01-01,,Y,N
MED,25469561,PMC8029183,10.1111/bpa.12129,"Teo, Leon; Bourne, James A",2014,9,A reproducible and translatable model of focal ischemia in the visual cortex of infant and adult marmoset monkeys.,"Brain Pathol",24,"5","459-474",,14,"""National Health and Medical Research Council"":""ID_NOT_SUPPLIED"",""National Stroke Foundation"":""ID_NOT_SUPPLIED""",N,,2014-02-28,,Y,N
MED,29567503,PMC6450807,10.1016/j.neuroimage.2018.03.027,"Ritchie, Jacob; Pantazatos, Spiro P; French, Leon",2018,7,Transcriptomic characterization of MRI contrast with focus on the T1-w/T2-w ratio in the cerebral cortex.,"Neuroimage",174,"","504-517",,20,"""CAMH Foundation"":""ID_NOT_SUPPLIED"",""National Science and Engineering Research Council of Canada"":""ID_NOT_SUPPLIED"",""McDonnell Center for Systems Neuroscience at Washington University"":""ID_NOT_SUPPLIED"",""16 NIH Institutes and Centers"":""ID_NOT_SUPPLIED"",""WU-Minn Consortium"":""1U54MH091657"",""NIMH NIH HHS"":""K01 MH108721"",""NIMH"":""K01MH108721"",""Human Connectome Project"":""ID_NOT_SUPPLIED"",""NIMH NIH HHS"":""U54 MH091657""",Y,cc by-nc-nd,2018-03-20,2019-07-01,Y,N
MED,416882,,10.1016/0006-8993(78)90441-9,"Fallon, JH; Benevento, LA",1978,4,Projections of lateral orbital cortex to sensory relay nuclei in the rhesus monkey.,"Brain Res",144,"1","149-154",,5,"",N,,1978-04-01,,N,N
MED,1504804,,10.1016/0006-8993(92)90951-5,"Deuel, RK",1992,5,The functional anatomy of manual motor behavior after unilateral frontal lobe lesions.,"Brain Res",580,"1-2","249-254",,4,"""NINDS NIH HHS"":""R01 NS16790-08""",N,,1992-05-01,,N,N
MED,6787449,,10.1159/000123186,"Billiar, RB; Takaoka, Y; Johnson, W; White, RJ; Little, B",1981,6,"In situ subcellular distribution and metabolism of progesterone, estradiol and androstenedione in the vascularly separated and isolated hypothalamus of the female rhesus monkey.","Neuroendocrinology",32,"6","355-363",,3,"""NICHD NIH HHS"":""HD-07040"",""NICHD NIH HHS"":""HD-00024""",N,,1981-06-01,,N,N
MED,24972604,PMC4723268,10.1177/1073858414540216,"Parekh, Ruchi; Ascoli, Giorgio A",2015,6,"Quantitative investigations of axonal and dendritic arbors: development, structure, function, and pathology.","Neuroscientist",21,"3","241-254",,18,"""NINDS NIH HHS"":""R01 NS086082"",""NINDS NIH HHS"":""R01 NS039600"",""NINDS NIH HHS"":""R01 NS39600"",""Wellcome Trust"":""ID_NOT_SUPPLIED""",N,,2014-06-27,,Y,N
MED,10514404,PMC1867008,10.1016/s0002-9440(10)65224-8,"Westmoreland, SV; Williams, KC; Simon, MA; Bahn, ME; Rullkoetter, AE; Elliott, MW; deBakker, CD; Knight, HL; Lackner, AA",1999,10,Neuropathogenesis of simian immunodeficiency virus in neonatal rhesus macaques.,"Am J Pathol",155,"4","1217-1228",,18,"""NCRR NIH HHS"":""K26 RR000168"",""NCRR NIH HHS"":""RR07000"",""NINDS NIH HHS"":""NS30769"",""NINDS NIH HHS"":""NS35732"",""NINDS NIH HHS"":""R01 NS030769"",""NCRR NIH HHS"":""P51 RR000168"",""NCRR NIH HHS"":""T32 RR007000""",N,,1999-10-01,,Y,N
MED,22750569,PMC3438451,10.1016/j.neuroimage.2012.06.044,"Brown, Harriet R; Friston, Karl J",2012,10,Dynamic causal modelling of precision and synaptic gain in visual perception - an EEG study.,"Neuroimage",63,"1","223-231",,37,"""Wellcome Trust"":""091593"",""Wellcome Trust"":""088130"",""Wellcome Trust"":""ID_NOT_SUPPLIED""",Y,cc by,2012-06-29,,Y,N
MED,26412062,PMC4790397,10.2174/1570159x13666150429002536,"Roiz-Santiañez, Roberto; Suarez-Pinilla, Paula; Crespo-Facorro, Benedicto",2015,,Brain Structural Effects of Antipsychotic Treatment in Schizophrenia: A Systematic Review.,"Curr Neuropharmacol",13,"4","422-434",,21,"",Y,cc by,2015-01-01,,Y,N
MED,15352133,,10.1002/syn.20068,"Mukherjee, Jogeshwar; Narayanan, Tanjore K; Christian, Bradley T; Shi, Bingzhi; Yang, Zhi-Ying",2004,11,"Binding characteristics of high-affinity dopamine D2/D3 receptor agonists, 11C-PPHT and 11C-ZYY-339 in rodents and imaging in non-human primates by PET.","Synapse",54,"2","83-91",,14,"",N,,2004-11-01,,N,N
MED,14971892,,10.1021/jm030384e,"Plisson, Christophe; McConathy, Jonathan; Martarello, Laurent; Malveaux, Eugene J; Camp, Vernon M; Williams, Larry; Votaw, John R; Goodman, Mark M",2004,2,"Synthesis, radiosynthesis, and biological evaluation of carbon-11 and iodine-123 labeled 2beta-carbomethoxy-3beta-[4'-((Z)-2-haloethenyl)phenyl]tropanes: candidate radioligands for in vivo imaging of the serotonin transporter.","J Med Chem",47,"5","1122-1135",,10,"",N,,2004-02-01,,N,N
MED,25979848,PMC4457599,10.1016/j.tics.2015.04.007,"Olofsson, Jonas K; Gottfried, Jay A",2015,6,The muted sense: neurocognitive limitations of olfactory language.,"Trends Cogn Sci",19,"6","314-321",,43,"""NIDCD NIH HHS"":""1R01DC010014"",""NIDCD NIH HHS"":""1R01DC014426"",""NIDCD NIH HHS"":""R01 DC010014"",""NIDCD NIH HHS"":""R01 DC014426"",""NIDCD NIH HHS"":""1R01DC013243"",""NIDCD NIH HHS"":""R01 DC013243""",N,,2015-05-12,,Y,N
MED,20922048,PMC2948149,10.2174/1874440001004010016,"Crippa, Alessandro; Lanting, Cris P; van Dijk, Pim; Roerdink, Jos B T M",2010,6,A diffusion tensor imaging study on the auditory system and tinnitus.,"Open Neuroimag J",4,"","16-25",,51,"",Y,cc by-nc,2010-06-30,,Y,N
MED,21368003,PMC3094175,10.1152/jn.00580.2010,"Naumann, Robert T; Kanwal, Jagmeet S",2011,5,Basolateral amygdala responds robustly to social calls: spiking characteristics of single unit activity.,"J Neurophysiol",105,"5","2389-2404",,10,"""NIDCD NIH HHS"":""R21-DC-02054"",""NIDCD NIH HHS"":""F31-DC-01009""",N,,2011-03-02,,Y,N
MED,19146670,PMC2652466,10.1186/1471-2202-10-4,"Zhu, Zhao; Zumer, Johanna M; Lowenthal, Marianne E; Padberg, Jeff; Recanzone, Gregg H; Krubitzer, Leah A; Nagarajan, Srikantan S; Disbrow, Elizabeth A",2009,1,The relationship between magnetic and electrophysiological responses to complex tactile stimuli.,"BMC Neurosci",10,"","4",,18,"""NIDCD NIH HHS"":""R01 DC004855-07"",""NINDS NIH HHS"":""R01 NS35103"",""NIDCD NIH HHS"":""R01 DC006435"",""NINDS NIH HHS"":""R01 NS044590"",""NIDCD NIH HHS"":""R01 DC004855"",""NINDS NIH HHS"":""R01 NS035103"",""NIDCD NIH HHS"":""R01 DC006435-05""",Y,cc by,2009-01-15,,Y,N
MED,7217358,,10.1002/cne.901960208,"Shatz, CJ; Rakic, P",1981,2,The genesis of efferent connections from the visual cortex of the fetal rhesus monkey.,"J Comp Neurol",196,"2","287-307",,66,"""NEI NIH HHS"":""EY05172"",""NINDS NIH HHS"":""NS 11233""",N,,1981-02-01,,N,N
MED,17928451,PMC6672842,10.1523/jneurosci.1808-07.2007,"Stilla, Randall; Deshpande, Gopikrishna; LaConte, Stephen; Hu, Xiaoping; Sathian, K",2007,10,Posteromedial parietal cortical activity and inputs predict tactile spatial acuity.,"J Neurosci",27,"41","11091-11102",,54,"""NEI NIH HHS"":""K24 EY17332"",""NEI NIH HHS"":""K24 EY017332"",""NEI NIH HHS"":""R01 EY012440"",""NIBIB NIH HHS"":""R01 EB002009"",""NEI NIH HHS"":""R01 EY12440""",N,,2007-10-01,,Y,N
MED,98582,,,"Kinney, FC",1978,,"An experimental study of the central gustatory pathways in the monkey, Macaca mulatta and Cercopithecus aethiops.","J Hirnforsch",19,"1","21-43",,4,"",N,,1978-01-01,,N,N
MED,8294971,,10.1152/jn.1993.70.5.2086,"Duncan, GH; Bushnell, MC; Oliveras, JL; Bastrash, N; Tremblay, N",1993,11,Thalamic VPM nucleus in the behaving monkey. III. Effects of reversible inactivation by lidocaine on thermal and mechanical discrimination.,"J Neurophysiol",70,"5","2086-2096",,12,"",N,,1993-11-01,,N,N
MED,16581982,PMC7116556,10.1093/cercor/bhj164,"Bajo, Victoria M; Nodal, Fernando R; Bizley, Jennifer K; Moore, David R; King, Andrew J",2007,2,The ferret auditory cortex: descending projections to the inferior colliculus.,"Cereb Cortex",17,"2","475-491",,85,"""Wellcome Trust"":""ID_NOT_SUPPLIED"",""Medical Research Council"":""MC_U135079236"",""Wellcome Trust"":""076508""",N,,2006-03-31,,Y,Y
MED,21310226,PMC3116016,10.1016/j.heares.2011.01.019,"O'Neil, Jahn N; Connelly, Catherine J; Limb, Charles J; Ryugo, David K",2011,9,Synaptic morphology and the influence of auditory experience.,"Hear Res",279,"1-2","118-130",,26,"""NIDCD NIH HHS"":""R01 DC000232-26"",""NIDCD NIH HHS"":""DC000232"",""NIDCD NIH HHS"":""R01 DC000232""",N,,2011-02-12,,Y,N
MED,24048829,PMC3776054,10.1523/jneurosci.2398-13.2013,"Marik, Sally A; Olsen, Olav; Tessier-Lavigne, Marc; Gilbert, Charles D",2013,9,Death receptor 6 regulates adult experience-dependent cortical plasticity.,"J Neurosci",33,"38","14998-15003",,15,"""NINDS NIH HHS"":""R56 NS089683"",""NEI NIH HHS"":""EY018119"",""NEI NIH HHS"":""R01 EY018119""",N,cc by-nc-sa,2013-09-01,,Y,N
MED,25583269,PMC4352381,10.1016/j.tins.2014.12.007,"Likhtik, Ekaterina; Paz, Rony",2015,3,Amygdala-prefrontal interactions in (mal)adaptive learning.,"Trends Neurosci",38,"3","158-166",,83,"""NIMH NIH HHS"":""F32MH088103"",""NIMH NIH HHS"":""F32 MH088103"",""European Research Council"":""281171""",N,,2015-01-09,,Y,N
