INDEX	TT?(Y/N/MB/NA)	MACAQUE?(Y/N/MB/NA)	TC_OR_CT?(Y/N/MB/NA)	RELEVANT?(Y/N/MB/NA)	REVIEW(Y/N)	READ_BY(A/D/R)	COMMENT	DOI	PMID	PMCID	FULL_TEXT_URL	PDF_URL	TITLE	ABSTRACT	KEYWORDS
10559									21433866.0	PMC2602485	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2602485/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2602485/pdf/yjbm00521-0094.pdf	The Effects of Cortical and Striatal Lesions on Motor Performance in Macaques *		
10563									13885474.0	PMC1896447	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1896447/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1896447/pdf/procrsmed00231-0005.pdf	The Midbrain and Motor Integration		
10564									17105075.0	PMC1273153	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1273153/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1273153/pdf/janat00484-0067.pdf	A cytoarchitectural investigation into the boundaries of cortical areas 13 and 14 in the human brain		
10565								10.1097/nen.0b013e3181a407ee		PMC7187536	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7187536/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7187536/pdf/68-5-552.pdf	American Association of Neuropathologists; Inc.: Abstracts of the 85th Annual Meeting June 11-14; 2009 San Antonio; Texas		
10567								10.1073/pnas.60.3.1007	5243919.0	PMC225153	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC225153/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC225153/pdf/pnas00121-0267.pdf	Trehalase and the transport of glucose in the mammalian kidney and intestine.		
10573								10.1177/1933719113482087	23427197.0	PMC7104444	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104444/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104444/pdf/43032_2013_Article_20030001.pdf	President’s Plenary Session		
10574								10.1002/ana.410300232		PMC7159569	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159569/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159569/pdf/ANA-30-238.pdf	Abstracts: Poster session		
10577								10.1080/19336896.2015.1033248	25970046.0	PMC5019499	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5019499/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5019499/pdf/kprn-09-00-1033248.pdf	Prion 2015 Poster Abstracts		typeentrez-protein;attrstextQG;termid;termtextQG
10580								10.1136/pgmj.45.519.1	4892936.0	PMC2466737	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2466737/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2466737/pdf/postmedj00361-0003.pdf	Stereotactic surgery for the relief of suicidal and severe depression and intractable psychoneurosis.		
10581								10.1007/s00259-017-3822-1	28894880.0	PMC7103094	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103094/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103094/pdf/259_2017_Article_3822.pdf	EANM'17		
10582						D				PMC3802865	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3802865/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3802865/pdf/QBullNorthwestUnivMedSch-23-2-246_41.pdf	The Dr. Wallace C. and Clara A. Abbott Memorial Fund of Northwestern University		
10583										PMC1277157	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1277157/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1277157/pdf/janat00184-0004.pdf	AUTHOR INDEX		
10584										PMC1275573	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1275573/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1275573/pdf/janat00417-0012.pdf	Author index		
10585								10.1016/j.cellbi.2006.07.001	17577950.0	PMC7162011	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7162011/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7162011/pdf/CBIN-30-S1.pdf	Abstracts from the International Symposium on Frontiers in Life Sciences: Molecular Basis of Disease; Prevention and Treatment		
10592								10.1007/s00259-016-3484-4	27650181.0	PMC7103113	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103113/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103113/pdf/259_2016_Article_3484.pdf	EANM’16		
10594									3654372.0	PMC1261773	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1261773/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1261773/pdf/janat00180-0220.pdf	Proceedings of the Anatomical Society of Great Britain and Ireland. January 1987; Oxford. Abstracts.		
10595								10.1136/bmj.2.5425.1619	14213072.0	PMC1816815	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1816815/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1816815/pdf/brmedj02582-0021.pdf	Some Effects of Transection of the Pituitary Stalk		
10602								10.1136/jnnp.17.1.75	13131081.0	PMC503161	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC503161/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC503161/pdf/jnnpsyc00297-0079.pdf	STUDIES OF THE CONNEXIONS OF THE FORNIX SYSTEM		
10603										PMC2169621	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169621/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169621/pdf/v063p00132a.pdf	Atlas of Cerebrovascular Disease.		
10604										PMC2169644	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169644/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169644/pdf/v063p00132.pdf	Cerebral Gliomas. Bailliere's Clinical Neurology. International Practice and Research. Vol 5 No 2.		
10605									17104578.0	PMC1249116	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1249116/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1249116/pdf/janat00535-0003.pdf	The Topography and Homologies of the Hypothalamic Nuclei in Man1		
10606										PMC2169623	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169623/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169623/pdf/v063p00132b.pdf	Neurosurgery of Complex Tumors and Vascular Lesions.		
10611						D			15394394.0	PMC1273079	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1273079/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1273079/pdf/janat00486-0026.pdf	The projection of the caudal segments of the spinal cord to the lingula in the spider monkey*		
10614								10.2337/db12-1721-2041		PMC6907435	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6907435/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6907435/pdf/db12-1721-2041.pdf	Integrated Physiology/Obesity		
10615										PMC2019744	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2019744/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2019744/pdf/archdisch01564-0110.pdf	Paediatric Pathology Society		
10616									17103539.0	PMC1231447	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1231447/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1231447/pdf/janat00384-0201.pdf	Proceedings of the Anatomical Society of Great Britain and Ireland; December 1973		
10617									17103526.0	PMC1234246	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1234246/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1234246/pdf/janat00387-0200.pdf	Proceedings of the Anatomical Society of Australia and New Zealand		
10618								10.1111/j.1476-5381.1969.tb10570.x	4310582.0	PMC1703654	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1703654/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1703654/pdf/brjpharm00568-0003.pdf	Release from brain tissue of compounds with possible transmitter function: interaction of drugs with these substances.		
10619								10.1038/sj.bjp.0701456	9384509.0	PMC1565012	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1565012/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1565012/pdf/122-0701456a.pdf	Inhibition of trigeminal neurones after intravenous administration of naratriptan through an action at 5-hydroxy-tryptamine (5-HT1B/1D) receptors		Headache; migraine; sumatriptan; trigeminovascular; blood-brain barrier
10620										PMC536976	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC536976/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC536976/pdf/canmedaj00200-0111e.pdf	The Primate Thalamus		
10622									13145747.0	PMC3803213	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3803213/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3803213/pdf/QBullNorthwestUnivMedSch-28-1-10_2.pdf	Contemporary concepts of the hypothalamus and their origin.		
10624									17103528.0	PMC1271018	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1271018/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1271018/pdf/janat00330-0143.pdf	Proceedings of the Anatomical Society		
10625								10.2337/db12-2763-2907		PMC6907430	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6907430/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6907430/pdf/db12-2763-2907.pdf	Integrated Physiology/Obesity		
10626								10.1007/s11307-009-0251-y	19898904.0	PMC7103239	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103239/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7103239/pdf/11307_2009_Article_251.pdf	Proceedings of the 2009 World Molecular Imaging Congress Montreal; Canada; September 23–26		
10627								10.1111/cas.13904	30561866.0	PMC6298205	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6298205/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6298205/pdf/CAS-109-1.pdf	“Abstracts of the 77th Annual Meeting of the Japanese Cancer Association; 2018 Sept 27‐29; Osaka; Japan” as Cancer Science; Supplement 2; Vol 109 (2018)		
10628									5140514.0	PMC1271034	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1271034/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1271034/pdf/janat00326-0106.pdf	Certain observations on the olfactory pathway.		
10630									17104216.0	PMC1250109	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1250109/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1250109/pdf/janat00617-0003.pdf	The Thalamus of Tupaia minor		
10633									17103642.0	PMC1167363	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1167363/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1167363/pdf/janat00129-0189.pdf	PROCEEDINGS OF THE ANATOMICAL SOCIETY OF GREAT BRITAIN AND IRELAND AND THE ANATOMISCHE GESELLSCHAFT		
10634								10.1136/jnnp.11.3.211	18878026.0	PMC497115	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC497115/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC497115/pdf/jnnpsyc00323-0069.pdf	THE LAMINAR PATTERN OF THE LATERAL GENICULATE BODY IN THE PRIMATES		
10635								10.1017/s0022172400018520	20475178.0	PMC2170722	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2170722/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2170722/pdf/jhyg00243-0057.pdf	Cereal Food Poisoning and its Relation to the Etiology of Pellagra		
10636									17104862.0	PMC1252642	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252642/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252642/pdf/janat00516-0035.pdf	The termination of optic fibres in the lateral geniculate body of the monkey		
10637										PMC1088134	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088134/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088134/pdf/jnpsychiatry00014-0069.pdf	EPITOME OF CURRENT JOURNALS		
10638									7865501.0	PMC1188658	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1188658/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1188658/pdf/jpn00059-0051.pdf	Relations entre les systèmes neurochimiquement définis et la mémoire: problèmes posés par la démence de type Alzheimer.		
10639									17104719.0	PMC1252355	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252355/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252355/pdf/janat00529-0016.pdf	The Connexions of the Posterior Commissure		
10642								10.1136/bmj.1.5280.747	14449180.0	PMC1957909	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1957909/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1957909/pdf/brmedj02859-0035.pdf	Small-scale Trial with Sabin Attenuated Type 1 Poliovirus Vaccine in a Semi-closed Community*		
10645									4606887.0	PMC1129565	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1129565/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1129565/pdf/westjmed00301-0044.pdf	Parkinson's disease and levodopa. A five-year follow-up and review.		
10646									4648484.0	PMC1271368	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1271368/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1271368/pdf/janat00318-0081.pdf	Projection of striate cortex to the dorsal lateral geniculate body in the rat.		
10649									5039183.0	PMC1271153	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1271153/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1271153/pdf/janat00324-0069.pdf	The origin; course and termination of the corticospinal tracts of the Tasmanian potoroo (Potorous apicalis).		
10650										PMC1275576	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1275576/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1275576/pdf/janat00417-0173.pdf	Author index		
10654								10.1016/j.jneuroim.2008.08.001		PMC7119863	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7119863/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7119863/pdf/main.pdf	8th Course of the European School of Neuroimmunology		
10655								10.1177/1933719115579631	25769533.0	PMC7104428	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104428/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104428/pdf/43032_2015_Article_22010055.pdf	Scientific Abstracts		
10656								10.1136/jnnp.2.1.35	21610941.0	PMC1088121	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088121/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088121/pdf/jnpsychiatry00013-0039.pdf	THE CORTICAL PROJECTION OF THE MEDIAL GENICULATE BODY		
10657										PMC2169865	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169865/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2169865/pdf/v063p00815b.pdf	Seizures and Epilepsy in the Elderly.		
10659										PMC1855305	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1855305/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1855305/pdf/brjpharm00289-0025.pdf	SUBJECT INDEX		
10668									2254166.0	PMC1257088	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1257088/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1257088/pdf/janat00040-0217.pdf	Proceedings of the Anatomical Society of Great Britain and Ireland. 19-21 December 1989. Abstracts.		
10674									19970234.0	PMC1910986	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1910986/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1910986/pdf/amjpathol00372-0101.pdf	Experimental Gastric Erosions Following Hypothalamic Lesions in Monkeys*		
10676								10.1111/cas.13499		PMC5770438	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770438/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5770438/pdf/CAS-109-1.pdf	Abstracts of the 76th Annual Meeting of the Japanese Cancer Association; 2017 Sept 28‐30; Yokohama; Japan		
10680									14004485.0	PMC1949599	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1949599/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1949599/pdf/amjpathol00321-0003.pdf	A Histologic Study of the Early Lesion in Experimental Allergic Encephalomyelitis in the Guinea Pig and Rabbit		
10684								10.1136/jnnp.70.4.433	11254764.0	PMC1737322	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1737322/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1737322/pdf/v070p00433.pdf	"Intraspinal steroids: history; efficacy; accidentality; and
controversy with review of United States Food and Drug Administration
reports"		
10685								10.1111/febs.13808		PMC7164006	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7164006/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7164006/pdf/FEBS-283-127.pdf	Poster Sessions		
10686								10.3109/01658107.2012.690640		PMC5160014	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5160014/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5160014/pdf/ioph-36-suppl1-690640.pdf	Abstracts of the 2012 Meeting of the International Neuro-Ophthalmology Society; Singapore		
10687						D			20285602.0	PMC2602095	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2602095/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2602095/pdf/yjbm00480-0043.pdf	An Introduction to the Study on the Nervous System of Ateles *		
10688									4626566.0	PMC2032770	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2032770/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2032770/pdf/amjpathol00545-0197.pdf	Subacute spongiform virus encephalopathies. Scrapie; Kuru and Creutzfeldt-Jakob disease: a review.		
10691										PMC1923160	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1923160/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1923160/pdf/canmedaj01226-0026.pdf	Abstracts of Papers Presented at the Second Canadian Congress of Neurological Sciences/Deuxiéme Congrès Canadien de Sciences Neurologiques; Quebec; June 22-24; 1967		
10693								10.1016/b978-0-7020-5318-4.00007-3		PMC7811793	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7811793/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7811793/pdf/main.pdf	Alimentary System		
10699								10.3402/jev.v5.31552	27247029.0	PMC4887520	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4887520/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4887520/pdf/JEV-5-31552.pdf	The Fifth International Meeting of ISEV; ISEV2016; Rotterdam; The Netherlands; 4 – 7 May; 2016		
10701										PMC1275577	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1275577/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1275577/pdf/janat00417-0220.pdf	Subject index		
10702									4204800.0	PMC1271555	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1271555/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1271555/pdf/janat00309-0137.pdf	Cellular changes in the lateral geniculate nucleus of infant monkeys after suture of the eyelids.		
10703								10.1007/978-0-387-77998-0_9		PMC7120231	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7120231/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7120231/pdf/978-0-387-77998-0_Chapter_9.pdf	Human Group Identity: Language and a Social Mind		Group Identity; Emotional Content; Social Bond; Mirror Neuron; Mirror Neuron System
10705										PMC522620	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC522620/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC522620/pdf/pnas00292-0064.pdf	Subject Index		
10706										PMC2044369	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2044369/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2044369/pdf/brjpharm00652-0133.pdf	POSTER COMMUNICATIONS		
10707										PMC3802409	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3802409/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3802409/pdf/QBullNorthwestUnivMedSch-16-4-302_45.pdf	Stephen Walter Ranson 1880-1942 an appreciation		
10708									14154418.0	PMC1261271	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1261271/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1261271/pdf/janat00423-0002.pdf	The distribution of cortical fibres within the nuclei cuneatus and gracilis in the cat*		
10709								10.1136/jnnp.25.3.256	13890917.0	PMC495452	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC495452/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC495452/pdf/jnnpsyc00267-0066.pdf	Changes in tactile discrimination and in visual reaching after successive and simultaneous bilateral posterior parietal ablations in the monkey		
10710								10.1177/1933719114528275		PMC7104442	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104442/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104442/pdf/43032_2014_Article_21030071.pdf	Scientific Abstracts		
10714								10.1177/1933719113482088		PMC7104455	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104455/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104455/pdf/43032_2013_Article_20030061.pdf	Scientific Abstracts		
10717									1458282.0	PMC1907398	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1907398/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1907398/pdf/brjpharm00217-0012.pdf	Proceedings of the British Pharmacological Society Meeting. 9-11 September 1992. Abstracts.		
10719								10.1111/j.1750-3639.2003.tb00043.x		PMC8095910	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8095910/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8095910/pdf/BPA-13-S1.pdf	SEPTEMBER 15; 2003–PLENARY LECTURES		
10722										PMC5294548	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5294548/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5294548/pdf/edinbmedj74526-0057.pdf	Cerebral Cortex and Gastric Motility		
10726										PMC522621	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC522621/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC522621/pdf/pnas00292-0124.pdf	Subject Index		
10730									6117545.0	PMC1233360	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1233360/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1233360/pdf/janat00227-0118.pdf	Proceedings of the Anatomical Society of Great Britain and Ireland. December 1980. Abstracts.		
10731										PMC1088155	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088155/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1088155/pdf/jnpsychiatry00016-0077.pdf	EPITOME OF CURRENT JOURNALS		
10732						D		10.1111/j.1476-5381.1953.tb00808.x	13093960.0	PMC1509280	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1509280/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1509280/pdf/bripharmchem00127-0111.pdf	Tissue distribution of α-14c-labelled alkyloxy α-phenylethylamines in relation to analgesic activity		
10734										PMC1089808	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1089808/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1089808/pdf/jnpsychiatry00004-0069.pdf	EPITOME OF CURRENT JOURNALS		
10735								10.1016/s0959-4388(96)80108-5	8937837.0	PMC7134801	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7134801/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7134801/pdf/main.pdf	Disease; transplantation and regeneration		
10740									17103534.0	PMC1271445	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1271445/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1271445/pdf/janat00315-0144.pdf	Proceedings of the Anatomical Society of Australia and New Zealand; Anatomical Society of Southern Africa		
10746								10.1136/jnnp.30.4.295	6055339.0	PMC496190	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC496190/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC496190/pdf/jnnpsyc00238-0001.pdf	Effects of neonatal hypoglycaemia on the nervous system: a pathological study.		
10747									17103575.0	PMC1164460	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1164460/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1164460/pdf/janat00197-0177.pdf	Proceedings of the Anatomical Society of Australia and New Zealand; 1983		
10748				N		D		10.1136/jnnp.14.3.222	14874136.0	PMC499521	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC499521/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC499521/pdf/jnnpsyc00311-0070.pdf	THE USE OF MARCHI STAINING IN THE LATER STAGES OF HUMAN TRACT DEGENERATION		
10749									17105148.0	PMC1270729	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1270729/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1270729/pdf/janat00421-0236.pdf	Proceedings; February and April 1965; Anatomical Society of Great Britain and Ireland; January 1965; Anatomical Society of Australia and New Zealand		
10750									13396253.0	PMC1974286	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1974286/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1974286/pdf/brmedj03141-0049.pdf	ANNOTATIONS		
10752						D			13682212.0	PMC1244349	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244349/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1244349/pdf/janat00442-0062.pdf	Auditory cortex of the seal (Phoca vitulina)		
10753									14824032.0	PMC1273598	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1273598/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1273598/pdf/janat00476-0096.pdf	The fifth International Anatomical Congress; 1950: organization and logistics		
10756								10.1136/jcp.s3-4.1.178	5005681.0	PMC1519982	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1519982/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1519982/pdf/jcpsupproyal00009-0183.pdf	Hypothalamic and pituitary injury.		
10757								10.1136/jnnp.s1-14.55.227	21610771.0	PMC1038938	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1038938/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1038938/pdf/jnpsycho00015-0035.pdf	Disseminated Demyelinization of the Central Nervous System in Monkeys and Allied Disorders in Man*		
10758									21433977.0	PMC2602565	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2602565/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2602565/pdf/yjbm00519-0163.pdf	Abnormal Findings in 246 Consecutive Autopsies on Monkeys *		
10759								10.1136/ard.54.9.757	7495351.0	PMC1009995	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1009995/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1009995/pdf/annrheumd00342-0071.pdf	3rd International Symposium on the Immunotherapy of the Rheumatic Diseases. 10-14 May 1995; Cyprus. Abstracts.		
10761								10.1136/jnnp.s1-17.67.241	21623397.0	PMC1039149	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1039149/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1039149/pdf/jnpsycho00003-0051.pdf	Associated Facial; Vocal and Respiratory Components of Emotional Expression: An Experimental Study*		
10762										PMC1089792	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1089792/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1089792/pdf/jnpsychiatry00008-0117.pdf	EPITOME OF CURRENT JOURNALS		
10767									17104797.0	PMC1252567	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252567/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1252567/pdf/janat00518-0152.pdf	Proceedings of the Anatomical Society of Great Britain and Ireland; June 1939		
10768									18745229.0	PMC1660003	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1660003/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1660003/pdf/calwestmed00349-0021.pdf	Poliomyelitic Infection: Its Basic Nature*†		
