INDEX	TT?(Y/N/MB/NA)	MACAQUE?(Y/N/MB/NA)	TC_OR_CT?(Y/N/MB/NA)	RELEVANT?(Y/N/MB/NA)	REVIEW(Y/N)	READ_BY(A/D/R)	COMMENT	DOI	PMID	PMCID	FULL_TEXT_URL	PDF_URL	TITLE	ABSTRACT	KEYWORDS
3140	10.1152/jn.1992.68.5.1859	1479449.0		https://journals.physiology.org/doi/10.1152/jn.1992.68.5.1859	https://journals.physiology.org/doi/epdf/10.1152/jn.1992.68.5.1859	Excitotoxic acid lesions of the primate subthalamic nucleus result in reduced pallidal neuronal activity during active holding	To gain a better understanding of the pathophysiology of hemiballismus in primates and to test directly the hypothesis that the subthalamopallidal projection is excitatory we studied the effects of lesions of the subthalamic nucleus STN on neuronal activity in the globus pallidus GP of monkeys during performance of a motor behavioral task  Animals were trained to position and hold a manipulandum to which torque pulses were applied producing elbow flexion and extension The activity of neurons in the external GPe and internal GPi segments of GP was recorded in two monkeys during task performance before and after STN lesions The STN was lesioned by the fiber-sparing neurotoxins ibotenic acid andor kainic acid  After lesioning the firing rate of neurons in both segments of GP which was measured during the period of holding before torque application was significantly decreased in both animals The mean of discharge rates of GPi neurons decreased P   from  n   SD   to  spikess n   SD   after lesioning The mean of discharge rates of GPe neurons decreased from  spikess n   SD   before lesions to  spikess n   SD   after lesioning  These results provide further evidence that STN gives rise to a major excitatory input to both segments of the GP and support the hypothesis that dyskinesias result from decreased GPi output								
2053	10.1016/j.jcpa.2004.10.001	15737347.0		https://linkinghub.elsevier.com/retrieve/pii/S0021997504001185	://linkinghub.elsevier.com/	Clinicopathological Characterization of Monkey B Virus (Cercopithecine Herpesvirus 1) Infection in Mice	The purpose of this study was to establish a small animal model for monkey B virus BV infection Mice were inoculated intramuscularly with several BV isolates Comparisons were based upon the doses required to produce infection ID non-central nervous system CNS clinical disease CS CNS disease CNSD and lethal effect LD Strains differed in respect of the dose required to produce clinical disease in BALBc mice CBL mice were more resistant than BALBc mice to CNS disease Skin lesions at the inoculation site consisted of epidermal necrosis ulceration serocellular crusts and underlying dermatitis CNS lesions included marked inflammation in the ipsilateral dorsal root ganglion and lumbar spinal cord point of viral entry The distribution of the lumbar spinal cord lesions suggested viral entry via sensory afferent neurons ventral motor tracts or both The lesions in the more cranial spinal cord segments suggested ascension to the brain via bilateral spinothalamic and spinoreticular tracts Brain lesions included encephalitis with neuronal necrosis and white matter destruction located consistently at the base of the brainstem the reticular system and rostrally to the thalamus and hypothalamus Viral antigen was detected immunohistochemically in the lesions The results indicated an ascending encephalomyelitis syndrome similar to that produced by BV in man	B virus; cercopithecine herpesvirus 1; herpesvirus; man; monkey; mouse; viral infection; HERPESVIRUS SIMIAE INFECTION; SEROPOSITIVE MACAQUES; RHESUS MACAQUES; SUSCEPTIBILITY; TRANSMISSION; ENCEPHALITIS; DISEASE; ANTIGEN; BABOON; HOST							
2635						D		Absence; Spike and wave discharge; Rhesus monkey; Aluminum hydroxide; Anticonvulsants; Thalamus;							
2852						D									
1986	10.1038/s41598-018-31781-z	30190593.0	PMC6127143	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6127143/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6127143/pdf/41598_2018_Article_31781.pdf	Convergence of sensory and limbic noxious input into the anterior insula and the emergence of pain from nociception	Two parallel di-synaptic routes convey nociceptive input to the telencephalon the spino-thalamic system projecting principally to the posterior insula and the spino-parabrachial pathway reaching the amygdalar nucleus Interplay between the two systems underlies the sensory and emotional aspects of pain and was explored here in humans with simultaneous recordings from the amygdala posterior and anterior insulae Onsets of thermo-nociceptive responses were virtually identical in the posterior insula and the amygdalar complex but no significant functional connectivity was detected between them using coherence analysis Anterior insular sectors responded with ms delay relative to both the posterior insula and the amygdala While intra-insular functional correlation was significant during the whole analysis period coherence between the anterior insula and the amygdala became significant after ms of processing Phase lags indicated information transfer initially directed from the amygdalar complex to the insula Parallel but independent activation of sensory and limbic nociceptive networks appear to converge in the anterior insula in less than one second While the anterior insula is often considered as providing input into the limbic system our results underscore its reverse role ie receiving and integrating very rapidly limbic with sensory input to initiate a perceptual decision on the stimulus painfulness	OLD-WORLD MONKEY; FUNCTIONAL CONNECTIVITY; POSTERIOR INSULA; RHESUS-MONKEY; NEURAL BASIS; CORTEX; HUMANS; RESPONSES; PERCEPTION; NETWORKS							
3517						D		cluster; lateral geniculate LGB; LGN; network; synapse; vision; MT							
3416	10.1002/cne.901930119	7430431.0		https://onlinelibrary.wiley.com/doi/10.1002/cne.901930119	https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.901930119	Spatial relationships between the terminations of somatic sensory and motor pathways in the rostral brainstem of cats and monkeys. I. Ascending somatic sensory inputs to lateral diencephalon	Projections to the lateral diencephalon from the dorsal column nuclei DCN lateral cervical n LCN and spinal cord ST in cats and monkeys and from the spinal portion of the trigeminal n sTN in the cat were compared using a double-orthograde labeling strategy This strategy combines autoradiographic and degeneration tracing methods in the same animal and permits direct comparisons of the terminal labeling patterns of two different pathways in each experiment The results suggest that the major part of the lateral diencephalon which receives input from the somatic sensory pathways in both the cat and the monkey is arranged in a core-shell fashion The core consists of the group of nuclei which together constitute the ventrobasal complex VB The shell consists of a group of nuclei which together tend to surround VB nearly completely This group includes the posterior group PO the ventral posteroinferior n VPI and the border region between VB and the ventrolateral n VB-VL In addition to the core and shell regions two other regions in the lateral diencephalon receive input from the somatic sensory pathways These regions are the ventromedial part of the magnocellular portion of the medial geniculate n MGNm and caudomedial portion of the zona incerta ZI The cytoarchitectural and hodological patterns of the core region differ from those of the shell region In both the monkey and the cat the core region VB has a relatively homogeneous cytoarchitectural appearance and is filled by dense inputs from DCN LCN and sTN in the cat and from DCN LCN and ST and probably from sTN in the monkey Direct comparisons of the terminals of fibers from different pathways demonstrate that although there is some convergence on the same neurons within VB the major tendency is for each of the inputs to form its densest terminations on different neurons This partial segregation manifests itself in two ways First each pathway has its own preferred territory within VB where its terminations are the densest Second the terminal fields of the inputs usually have a clustered appearance which is characterized by dense patches of terminals separated by regions in which the terminations appear quite sparse The dense patches from different pathways do not occur in relation to the same groups of neurons In contrast most portions of the shell region have a lower cell density than that of the core and a heterogeneous cytoarchitectonic appearance which can often be described as transitional in character between its neighboring areas In both species different parts of the shell region receive sparse and scattered input from those pathways which project densely and precisely to areas immediately adjacent to that part of the shell Very few of the terminals of these different inputs appear to converge on the same groups of neurons The two otehr recipient targets of somatic senory input ie MGNm ZI each has its own characteristic connective pattern that differs from taht of either the core or the shell region The connective patterns in the cat and monkey are quite similar The mian differences are in the projections of parts of the ST ans LCN pathways The nature of these differences suggest taht it might be useful from a functional perspective to consider the LCN and ST pathways together as part of the same spinal system rather than as separate functional entities The LCN pathyway could then be viewed as having perhaps been dervied from different parts of a single population of diencephalic-projecting neurons in the spinal cord of the two species When these anatomical results are considered together with the available electrophysiological evidence it appears that the response properties and functions of some portions of the somatic senory regions within the diencephalon can be generally predicted from knowledge of the particular pathways whose axons terminate within these regions Such predictions can be made however only when the input pathways have markedly different functions eg vestibular auditory cutaneous At present more precise kinds of predicitions are precluded by the similarity that exists between the functional properties of many of the units in teh DCN sTN LCN and ST pathways and the luck of knowledge of the sorting processes which occur as fibers in each of these pathways diverge to terminate in different parts of the brain								
2924						D		Latency; Single unit; LGN; Magnocellular; Parvocellular; Macaque;							
3235						D		Monkey LGN; Broad-band colours; Edge enhancement; Spectral additivity;							
3066						D									
3952						D		brain-derived neurotrophic factor; monkey; substantia nigra; retrograde transport; neurotrophin; immunocytochemistry; dopamine; BDNF; brain-derived neurotrophic factor; MRI; magnetic resonance imaging; NGF; nerve growth factorl PBS; phosphate-buffered saline; TBS; Tris-buffered saline; TH; tyrosine hydroxylase;							
2112				N		D		primary visual cortex; receptive field; orientation selectivity; simple cell; complex cell; cortical microcircuit; LATERAL GENICULATE-NUCLEUS; 2-DIMENSIONAL SPATIAL STRUCTURE; RETINAL GANGLION-CELLS; ORIENTATION SELECTIVITY; COMPLEX CELLS; STRIATE CORTEX; CORTICAL-NEURONS; SPATIOTEMPORAL ORGANIZATION; DIRECTION SELECTIVITY; MACAQUE V1							
998						D		Large-volume samples; Macaque; Continuous D imaging; Mesoscopic projectome; Single axonal resolution;							
4504						D		Comparative MRI; Macaque; Tractography; Resting state; Neural tracers; Motor control							
3494				N		D		ECN; external cuneate nucleus; EDC; extensor digitorum ommunis; MCN; main cuneate nucleus;							
6273				N		D	not focus on connectivity but investigated if transduction in the brain cells can be achieved using an engineered AAV9 vector in the rhesus macaque (macaca mulatta)								
1353				N		D		corollary discharge; efference copy; FEF; macaque; MD; visual perception							
3384	10.1002/cne.901840402	106072.0		https://onlinelibrary.wiley.com/doi/10.1002/cne.901840402	https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.901840402	Anatomical organization of the primary visual cortex (area 17) of the cat. A comparison with area 17 of the macaque monkey†	Golgi and axonal transport techniques have been used to examine the organization of neurons within primary visual cortex area  of the cat This organization has been compared to that of the primate cortical area  as described in previous studies and it is discussed in relationship to the distribution of afferents from the dorsal lateral geniculate nucleus dLGN The visual cortex of the cat and monkey show strong similarities in the laminar positions of neurons projecting extrinscially and also in the restriction of spiny stellate neurons to a central lamina lamina  receiving input from the dLGN However lamina B in the monkey which contains spiny stellate neurons but does not receive direct input from the dLGN has no direct counterpart in cat area  Axon projections of spiny stellate neurons in the other divisions of lamina  differ in cat and monkey the small closely packed neurons in the lowermost division of lamina  B in the cat Cß in the monkey project chiefly within lamina  in the cat whereas in the monkey they have a strong projection to lamina  In the cat spiny stellate neurons of lamina A project upon lamina  whereas in the monkey those in the apparently equivalent zone Cα project upon lamina B Most non-spiny stellate neurons examined have precisely organized interlaminar axonal projections which differ from the axon trajectories of neighboring spiny neurons								
3486				N		D		caudate nucleus; putamen; extrasynaptic receptors; immunogold; corticostriatal; thalamostriatal; nigrostriatal							
10373				N		D		GnRH; NMDA receptor; glutamate; GABA; hypothalamus; reproductive aging; puberty							
118						D		Stereotaxy; Parkinsons disease; Ventriculography; Cerebral cartography							
2551				N		D		-Deoxy-d-glucose Retrosplenial cortex Monkey Delayed response;							
3189						D		I-cells; interneurons of the dorsal lateral geniculate nucleus; P-cells; principal neurons of the dorsal lateral geniculate nucleus; LGN; lateral geniculate nucleus;							
1615	Y	N		N		D	marmoset monkeys; 	SOMATOSENSORY CORTICAL AREA; SOMATIC SENSORY CORTEX; TONGUE-PROTRUSION TASK; COLUMN NUCLEI NEURONS; MACAQUE MONKEYS; SOMATOTOPIC ORGANIZATION; VIBRATORY INFORMATION; NEURAL MECHANISMS; CUNEATE NUCLEUS; SQUIRREL-MONKEY	Y	N		N		D	marmoset monkeys; 
1029				N		D		ELECTRON MICROSCOPY; THALAMUS; POSTEMBEDDING IMMUNOHISTOCHEMISTRY; ELECTRON-MICROSCOPIC EVIDENCE; GLUTAMIC-ACID DECARBOXYLASE; LATERAL GENICULATE-NUCLEUS; GABAERGIC NEURONS; VENTROBASAL COMPLEX; BASAL FOREBRAIN; PERIGENICULATE NUCLEUS; SPINDLE RHYTHMICITY; REACTION-PRODUCT; RAT							
5594						D									
1176						D		2-[F-18]F-A-85380; nicotinic acetylcholine receptor; positron emission tomography; radiotracer; receptor binding; rhesus monkey; IN-VIVO; RADIOIODINATED ANALOG; EPIBATIDINE; BRAIN; BINDING; AFFINITY; SUBTYPE							
1978	10.1016/j.neuroimage.2020.117692	33385546.0	PMC7953593	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7953593/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7953593/pdf/nihms-1677101.pdf	Comparison of diffusion MRI and CLARITY fiber orientation estimates in both gray and white matter regions of human and primate brain	Diffusion MRI dMRI represents one of the few methods for mapping brain fiber orientations non-invasively Unfortunately dMRI fiber mapping is an indirect method that relies on inference from measured diffusion patterns Comparing dMRI results with other modalities is a way to improve the interpretation of dMRI data and help advance dMRI technologies Here we present methods for comparing dMRI fiber orientation estimates with optical imaging of fluorescently labeled neurofilaments and vasculature in D human and primate brain tissue cuboids cleared using CLARITY The recent advancements in tissue clearing provide a new opportunity to histologically map fibers projecting in D which represents a captivating complement to dMRI measurements In this work we demonstrate the capability to directly compare dMRI and CLARITY in the same human brain tissue and assess multiple approaches for extracting fiber orientation estimates from CLARITY data We estimate the three-dimensional neuronal fiber and vasculature orientations from neurofilament and vasculature stained CLARITY images by calculating the tertiary eigenvector of structure tensors We then extend CLARITY orientation estimates to an orientation distribution function ODF formalism by summing multiple sub-voxel structure tensor orientation estimates In a sample containing part of the human thalamus there is a mean angular difference of    between the primary eigenvectors of the dMRI tensors and the tertiary eigenvectors from the CLARITY neurofilament stain We also demonstrate evidence that vascular compartments do not affect the dMRI orientation estimates by showing an apparent lack of correspondence mean angular difference     between the orientation of the dMRI tensors and the structure tensors in the vasculature stained CLARITY images In a macaque brain dataset we examine how the CLARITY feature extraction depends on the chosen feature extraction parameters By varying the volume of tissue over which the structure tensor estimates are derived we show that orientation estimates are noisier with more spurious ODF peaks for sub-voxels below  μm and that for our data the optimal gray matter sub-voxel size is between  μm  and  μm  The example experiments presented here represent an important advancement towards robust multi-modal MRI-CLARITY comparisons								
2961	Y	Y	N	N		D			Y	Y	N	N		D	
3885				N		D		NCFHEB; Flubatine; PET; Nicotinic Acetylcholine Receptors; Rhesus monkeys; Nicotine				N		D	
2722				N		D		Superior colliculus; Visual system; Thalamus; Oculomotor; Monkey;							
6031	10.1016/j.neuron.2015.07.004	26247867.0	PMC4529541	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4529541/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4529541/pdf/nihms710856.pdf	Modularity in the Organization of Mouse Primary Visual Cortex	Layer  L of primary visual cortex V is the target of projections from many brain regions outside of V We found that inputs to the non-columnar mouse V from the dorsal lateral geniculate nucleus and feedback projections from multiple higher cortical areas to L are patchy The patches are matched to a pattern of M muscarinic acetylcholine receptor expression at fixed locations of mouse rat and monkey V Neurons in L aligned with M-rich patches have high spatial acuity whereas cells in M-poor zones exhibited high temporal acuity Together M and M zones form constant-size domains that are repeated across V Domains map subregions of the receptive field such that multiple copies are contained within the point image The results suggest that the modular network in mouse V selects spatiotemporally distinct clusters of neurons within the point image for top-down control and differential routing of inputs to cortical streams								
3787				N		D		Keywords NMDA-receptor; cyano-dizocilpine; positron emission tomography; in vitro investigation; in vivo investigation;				N		D	
3436						D									
2644						D		Vision; Macaque; Lateral geniculate nucleus; Simultaneous contrast;							
9417				N		D		extended amygdala; interstitial nucleus of the posterior limb of the anterior commissure; piriform cortex; amygdalostriatal area; fundus striatii							
7190						D									
7951						D									
995						D		in situ hybridization; immunohistochemistry; sex differences; catecholestrogen; estrogen; dopamine; CATECHOL-O-METHYLTRANSFERASE; MESSENGER-RNA; PITUITARY-GLAND; ESTRADIOL; RECEPTOR; CATECHOLESTROGENS; EXPRESSION; BINDING; BRAIN; 2-HYDROXYESTRADIOL							
1621	10.1093/cercor/6.1.39	8670637.0		https://academic.oup.com/cercor/article/6/1/39/265632	https://academic.oup.com/cercor/article-pdf/6/1/39/737981/6-1-39.pdf	Object and Spatial Visual Working Memory Activate Separate Neural Systems in Human Cortex	Human and nonhuman primate visual systems are divided into object and spatial information processing pathways In the macaque it has been shown that these pathways project to separate areas in the frontal lobe and that the ventral and dorsal frontal areas are respectively involved in working memory for objects and spatial locations A positron emission tomography PET study was done to determine if a similar anatomical segregation exists in humans for object and spatial visual working memory Face working memory demonstrated significant increases in regional cerebral blood flow rCBF relative to location working memory in fusiform parahippocampal inferior frontal and anterior cingulate cortices and in right thalamus and midline cerebellum Location working memory demonstrated significant increases in rCBF relative to face working memory in superior and inferior parietal cortex and in the superior frontal sulcus Our results show that the neural systems involved in working memory for faces and for spatial location are functionally segregated with different areas recruited in both extrastriate and frontal cortices for processing the two types of visual information	POSITRON EMISSION TOMOGRAPHY; INFERIOR TEMPORAL CORTEX; FRONTAL-LOBE LESIONS; PREFRONTAL CORTEX; RHESUS-MONKEY; PET IMAGES; DISSOCIATION; PRIMATE; CONNECTIONS; (H2O)-O-15							
1262						D		-HTB receptor; antagonist; PET; radioligand; C-; HRRT							
4411						D		oculomotor; superior colliculus; tectal longitudinal column; vergence; near triad							
2311						D		POSTERIOR PARIETAL CORTEX; HISTAMINE-INDUCED ITCH; SOMATOSENSORY-EVOKED POTENTIALS; POSITRON-EMISSION-TOMOGRAPHY; UNMYELINATED C-FIBERS; HUMAN CEREBRAL-CORTEX; RHESUS-MONKEY; CORTICAL REPRESENTATION; LASER STIMULATION; CORTICOTHALAMIC CONNECTIONS							
999						D		asymmetric synapse; mediodorsal thalamic nucleus; schizophrenia; LOCAL CIRCUIT NEURONS; BINDING PROTEIN IMMUNOREACTIVITY; MEDIODORSAL THALAMIC NUCLEUS; CHANDELIER CELL AXONS; CEREBRAL-CORTEX; PYRAMIDAL NEURONS; STRIATE CORTEX; VISUAL-CORTEX; RHESUS-MONKEY; FRONTAL-LOBE							
1700	10.1016/j.neuroimage.2007.12.060	18296073.0		https://linkinghub.elsevier.com/retrieve/pii/S1053811907011755	://linkinghub.elsevier.com/	Proprioceptive head posture-related processing in human polysensory cortical areas	Besides visual input and vestibular afferents proprioceptive input from muscle spindle receptors of the neck region contributes to the perception of egocentric space Using fMRI we performed a neck muscle vibration paradigm in humans in order to detect brain areas involved in processing changes of the head position in relation to the rest of the body We identified a network of primary and secondary cortical areas I regions that presumably receive direct proprioceptive thalamic input such as areas a  S and the parieto-insular vestibular cortex PIVC II foci in the intraparietal sulcus motor and premotor areas and the frontal eye field FEF Activation of the former reflect early stages of proprioceptive processing nevertheless these areas contain polysensory subdivisions such as area aNv which also receives vestibular afferents Together with area PIVC and the vestibular field in area  v area aNv constitutes the inner vestibular circuit an interconnected cortical triangle of polysensory areas that project to the posterior parietal cortex PPC which is known to be involved in polysensory integration With respect to possible analogies in the monkey we speculate that the activation we observed in the PPC is closely related to the LIP and VIP regions of the macaque	fMRI; Head posture; LIP; Neck muscle vibration; Proprioception; VIP;							
3697				N		D						N		D	
4707	10.3389/fnana.2019.00036	30971903.0	PMC6446959	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6446959/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6446959/pdf/fnana-13-00036.pdf	Cyto- and Myelo-Architecture of the Amygdaloid Complex of the Common Marmoset Monkey (Callithrix jacchus)	The amygdaloid complex AC is a heterogeneous aggregate of nuclei located in the rostromedial region of the temporal lobe In addition to being partly connected among themselves the AC nuclei are strongly interconnected with the cerebral cortex striatum basal forebrain hypothalamus and brainstem Animal and human functional studies have established that the AC is a central hub of the neuronal networks supporting emotional responsivity particularly its negativeaversive components Dysfunction of AC circuits in humans has been implicated in anxiety depression schizophrenia and bipolar disorder The small New-World marmoset monkey Callithrix jacchus has recently become a key model for neuroscience research However the nuclear and fiber tract organization of marmoset AC has not been examined in detail Thus the extent to which it can be compared to the AC of Old-World human and macaque primates is yet unclear Here using Nissl and acetylcholinesterase AChE histochemical stains as a reference we analyzed the cytoarchitecture and nuclear parcellation of the marmoset AC In addition given the increasing relevance of tractographic localization for high-resolution in vivo imaging studies in non-human primates we also identified the myelin fiber tracts present within and around the AC as revealed by the Gallyas method The present study provides a detailed atlas of marmoset AC Moreover it reveals that despite phylogenetic distance and brain size differences every nucleus and myelinated axon bundle described in human and macaque studies can be confidently recognized in marmosets	marmoset Callithrix jacchus; amygdaloid complex; tractography; myelin staining; nuclear division							
3664	10.1016/s0006-8993(02)02969-4	12213304.0		https://linkinghub.elsevier.com/retrieve/pii/S0006899302029694	://linkinghub.elsevier.com/	Differential effects of urinary bladder distension on high cervical projection neurons in primates	Projection neurons located in high cervical segments of primates are generally excited instead of inhibited by cardiopulmonary spinal inputs which enter thoracic dorsal roots Thus high cervical neurons with axons that either ascend to the thalamus or descend to thoracolumbar spinal segments can process and transmit excitatory cardiac information The purpose of this study was to determine whether the excitatory effects observed to cardiopulmonary afferent stimulation are a universal response in high cervical projection neurons to spinal visceral inputs Urinary bladder distension UBD was used to stimulate visceral afferent inputs that enter lumbosacral dorsal roots Effects were determined on extracellular activity of either spinothalamic tract STT neurons or descending propriospinal neurons that were recorded in high cervical segments of anesthetized monkeys Results showed that  STT neurons were inhibited by UBD and  STT neurons were excited Widespread visceral inputs therefore can excite high cervical STT neurons but the majority of responsive STT neurons were inhibited by UBD Effects of UBD on high cervical descending propriospinal neurons were significantly different from responses in STT neurons Extracellular activity of fewer propriospinal neurons was affected by UBD and responses were more variable  neurons were inhibited  neurons were excited and one neuron was excitedinhibited by UBD These results showed that the generally excitatory responses of high cervical projection neurons to cardiopulmonary inputs were not duplicated by stimulation of sensory input from the urinary bladder Furthermore results of this study indicated that effects of sensory inputs on spinal neurons might vary depending on axonal projections of the neurons examined	Sensory systems; Somatic and visceral afferents; Urinary bladder afferent; Cardiopulmonary afferent; Somatic afferent; High cervical spinal segment;							
3117						D									
4358	10.3389/fnana.2010.00013	20556241.0	PMC2885865	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2885865/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2885865/pdf/fnana-04-00013.pdf	Neocortical Layer 6; A Review	This review attempts to summarise some of the major areas of neocortical research as it pertains to neocortical layer  After a brief summary of the development of this intriguing layer the major pyramidal cell classes to be found in layer  are described and compared The connections made and received by these different classes of neurones are then discussed and the possible functions of these connections with particular reference to the shaping of responses in visual cortex and thalamus Inhibition in layer  is discussed where appropriate but not in great detail Many types of interneurones are to be found in each cortical layer and layer  is no exception but the functions of each type remain to be elucidated Gonchar et al	cortex; layer ; anatomy; histology; electrophysiology; pharmacology; development; review							
1203						D		Chorioamnionitis; Prematurity; Brain injury; Periventricular leukomalacia; Cytokines; Microglia; Apoptosis							
2475	N	Y		Y	Y	D									
2508	10.1152/jn.1983.50.4.926	6631470.0		https://journals.physiology.org/doi/10.1152/jn.1983.50.4.926	https://journals.physiology.org/doi/epdf/10.1152/jn.1983.50.4.926	Vagal afferent inhibition of primate thoracic spinothalamic neurons	Spinothalamic ST neurons in the C-T segments of the spinal cord were examined for responses to electrical stimulation of the left thoracic vagus nerve LTV Seventy-one ST neurons were studied in  anesthetized monkeys Macaca fascicularis Each neuron could be excited by manipulation of its somatic field and by electrical stimulation of cardiopulmonary sympathetic afferent fibers LTV stimulation resulted in inhibition of the background activity of   ST neurons Nine  were excited   were excited and then inhibited while   did not respond There was little difference among these groups in terms of the type of somatic or sympathetic afferent input although inhibited cells tended to be more prevalent in the more superficial laminae The degree of inhibition resulting from LTV stimulation was related in a linear fashion to the magnitude of cell activity before stimulation LTV inhibition of background activity was similar among wide dynamic range high threshold and high-threshold cells with inhibitory hair input Any apparent differences in LTV inhibitory effects among these groups were accounted for by the differences in ongoing cell activity as predicted by linear regression analysis LTV stimulation inhibited responses of  of  ST cells to somatic stimuli In most cases the stimulus was a noxious pinch however LTV stimulation also inhibited responses to innocuous stimuli such as hair movement Bilateral cervical vagotomy abolished the inhibitory effect of LTV stimulation on background activity six cells or responses to somatic stimuli seven cells Stimulation of the cardiac branch of the vagus inhibited activity of three cells to a similar degree as LTV stimulation while stimulation of the vagus below the heart was ineffective in reducing activity of  cells We conclude that LTV stimulation alters activity of ST neurons in the upper thoracic spinal cord Vagal inhibition of ST cell activity was due to stimulation of cardiopulmonary vagal afferent fibers coursing to the brain stem which appear to activate descending inhibitory spinal pathways Vagal afferent activity may participate in processing of somatosensory information as well as information related to cardiac pain								
224						D		Dose-dependent effect; Isoflurane; Cerebral blood flow CBF; auto-regulation; non-human primate; arterial spin labelingASL							
3972						D									
1799						D		non-human primate; thalamus; subthalamic nucleus; constant phase element; voltage-controlled stimulation							
1929	10.1093/cercor/bhw284	27655930.0	PMC6075591	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6075591/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6075591/pdf/bhw284.pdf	Anterior Cingulate Pathways May Affect Emotions Through Orbitofrontal Cortex	The anterior cingulate cortex ACC and posterior orbitofrontal cortex pOFC are associated with emotional regulation These regions are old in phylogeny and have widespread connections with eulaminate neocortices intricately linking areas associated with emotion and cognition The ACC and pOFC have distinct cortical and subcortical connections and are also interlinked but the pattern of their connectionswhich may be used to infer the flow of information between themis not well understood Here we found that pathways from ACC area  innervated all pOFC areas with a significant proportion of large and efficient terminals seen at the level of the system and the synapse The pathway from area  targeted overwhelmingly elements of excitatory neurons in pOFC with few postsynaptic sites found on presumed inhibitory neurons Moreover pathways from area  originated mostly in the upper layers and innervated preferentially the middle-deep layers of the least differentiated pOFC areas in a pattern reminiscent of feedforward communication Pathway terminations from area  overlapped in the deep layers of pOFC with output pathways that project to the thalamus and the amygdala and may have cascading downstream effects on emotional and cognitive processes and their disruption in psychiatric disorders	cerebral cortex; connection patterns; laminar architecture; primate brain; structural model							
3205						D		Amblyopia; Stimulus deprivation; Reverse deprivation; Lateral geniculate nucleus; Striate cortex; Cytochrome oxidase; Rhesus monkey;							
1357				N		D		auditory cortex; auditory thalamus; rat; flexibility; lesion; ANTERIOR CINGULATE CORTEX; BILATERAL ABLATION; MODULATED TONES; DISCRIMINATION; AMYGDALA; LOCALIZATION; PLASTICITY; LESIONS; DEACTIVATION; MACAQUES							
6745						D		Cerebral Cortex; Frontal Lobe; Limbic System; Motivation; Motor Behavior							
1683						D		CS; central sulcus; DT; dipole tracing; IPS; intraparietal sulcus; MUA; multiple unit activity; SEPs; somatosensory evoked potentials; SI; primary somatosensory cortex; SII; secondary somatosensory cortex;							
250						D									
3470						D		visual cortex; geniculo-cortical terminals; monkey;							
2448	10.1152/jn.1986.56.2.308	3760923.0		https://journals.physiology.org/doi/10.1152/jn.1986.56.2.308	https://journals.physiology.org/doi/epdf/10.1152/jn.1986.56.2.308	Classification of primate spinothalamic and somatosensory thalamic neurons based on cluster analysis	Data analyzed in this study were derived from the responses of  spinothalamic tract STT cells and  thalamic neurons recorded in  anesthetized monkeys A k-means cluster analysis a nonhierarchical clustering technique was performed using the relative magnitudes of responses to a graded series of innocuous and noxious mechanical stimuli applied to the receptive field For comparison a parallel analysis was performed based on definitions of low-threshold LT wide dynamic range WDR and high-threshold HT cells used by our laboratory For  STT cells a classification scheme with three clusters was found statistically to be the best This yielded groups of   and  cells in clusters   and  respectively Cluster  cells were activated best by low-intensity mechanical stimuli whereas cluster  cells were activated primarily by nociceptive stimuli Cluster  cells had intermediate characteristics When the classification scheme based on the cluster analysis was compared with the classification of the same neurons as LT WDR and HT cells cluster  cells were divided into LT and WDR cells whereas cluster  and  cells included WDR and HT cells For  thalamic neurons a classification scheme with five clusters was found statistically to be the best Clusters - contained     and  cells respectively Response characteristics of cells in each group indicated a gradual change in sensitivity to higher intensities of peripheral input from cluster  to  When this classification scheme was compared with the classification scheme previously used by our laboratory cluster  cells belonged to the LT group clusters  and  split into LT and WDR cells and clusters  and  included WDR and HT cells It is concluded that a classification scheme based on a cluster analysis of the responses of neurons to standardized stimuli may provide an objective and functionally meaningful way to categorize somatosensory neurons								
